Year,Make,Locale
2007,Aston Martin,en-US
2007,Audi,en-US
2007,Bentley,en-US
2007,BMW,en-US
2007,Buick,en-US
2007,Cadillac,en-US
2007,Chevrolet,en-US
2007,Chrysler,en-US
2007,Dodge,en-US
2007,Ferrari,en-US
2007,Ford,en-US
2007,Freightliner,en-US
2007,GMC,en-US
2007,Honda,en-US
2007,HUMMER,en-US
2007,Hyundai,en-US
2007,Infiniti,en-US
2007,Isuzu,en-US
2007,Jaguar,en-US
2007,Jeep,en-US
2007,Kia,en-US
2007,Land Rover,en-US
2007,Lexus,en-US
2007,Lincoln,en-US
2007,Maserati,en-US
2007,Maybach,en-US
2007,Mazda,en-US
2007,Mercedes-Benz,en-US
2007,Mercury,en-US
2007,MINI,en-US
2007,Mitsubishi,en-US
2007,Nissan,en-US
2007,Pontiac,en-US
2007,Porsche,en-US
2007,Rolls-Royce,en-US
2007,Saab,en-US
2007,Saturn,en-US
2007,Scion,en-US
2007,smart,en-US
2007,Subaru,en-US
2007,Suzuki,en-US
2007,Toyota,en-US
2007,Volkswagen,en-US
2007,Volvo,en-US
2008,Acura,en-US
2008,Alfa Romeo,en-US
2008,Aston Martin,en-US
2008,Audi,en-US
2008,Bentley,en-US
2008,BMW,en-US
2008,Buick,en-US
2008,Cadillac,en-US
2008,Chevrolet,en-US
2008,Chrysler,en-US
2008,Dodge,en-US
2008,Ferrari,en-US
2008,Ford,en-US
2008,Freightliner,en-US
2008,GMC,en-US
2008,Honda,en-US
2008,HUMMER,en-US
2008,Hyundai,en-US
2008,Infiniti,en-US
2008,Isuzu,en-US
2008,Jaguar,en-US
2008,Jeep,en-US
2008,Kia,en-US
2008,Lamborghini,en-US
2008,Land Rover,en-US
2008,Lexus,en-US
2008,Lincoln,en-US
2008,Lotus,en-US
2008,Maserati,en-US
2008,Maybach,en-US
2008,Mazda,en-US
2008,Mercedes-Benz,en-US
2008,Nissan,en-US
2008,Pontiac,en-US
2008,Porsche,en-US
2008,Rolls-Royce,en-US
2008,Saab,en-US
2008,Saturn,en-US
2008,Scion,en-US
2008,smart,en-US
2008,Subaru,en-US
2008,Suzuki,en-US
2008,Tesla,en-US
2008,Toyota,en-US
2008,Volkswagen,en-US
2008,Volvo,en-US
2009,Acura,en-US
2009,Alfa Romeo,en-US
2009,Aston Martin,en-US
2009,Audi,en-US
2009,Bentley,en-US
2009,BMW,en-US
2009,Buick,en-US
2009,Cadillac,en-US
2009,Chevrolet,en-US
2009,Chrysler,en-US
2009,Dodge,en-US
2009,Ferrari,en-US
2009,Ford,en-US
2009,Freightliner,en-US
2009,GMC,en-US
2009,Honda,en-US
2009,HUMMER,en-US
2009,Hyundai,en-US
2009,Infiniti,en-US
2009,Jaguar,en-US
2009,Jeep,en-US
2009,Kia,en-US
2009,Lamborghini,en-US
2009,Land Rover,en-US
2009,Lexus,en-US
2009,Lincoln,en-US
2009,Lotus,en-US
2009,Maserati,en-US
2009,Maybach,en-US
2009,Mazda,en-US
2009,Mercedes-Benz,en-US
2009,Mercury,en-US
2009,MINI,en-US
2009,Mitsubishi,en-US
2009,Nissan,en-US
2009,Pontiac,en-US
2009,Porsche,en-US
2009,Rolls-Royce,en-US
2009,Saab,en-US
2009,Saturn,en-US
2009,Scion,en-US
2009,smart,en-US
2009,Subaru,en-US
2009,Suzuki,en-US
2009,Toyota,en-US
2009,Volkswagen,en-US
2009,Volvo,en-US
2010,Acura,en-US
2010,Aston Martin,en-US
2010,Audi,en-US
2010,Bentley,en-US
2010,BMW,en-US
2010,Buick,en-US
2010,Cadillac,en-US
2010,Chevrolet,en-US
2010,Chrysler,en-US
2010,Dodge,en-US
2010,Ferrari,en-US
2010,Ford,en-US
2010,Freightliner,en-US
2010,GMC,en-US
2010,Honda,en-US
2010,HUMMER,en-US
2010,Hyundai,en-US
2010,Infiniti,en-US
2010,Jaguar,en-US
2010,Jeep,en-US
2010,Kia,en-US
2010,Lamborghini,en-US
2010,Land Rover,en-US
2010,Lexus,en-US
2010,Lincoln,en-US
2010,Lotus,en-US
2010,Maserati,en-US
2010,Maybach,en-US
2010,Mazda,en-US
2010,Mercedes-Benz,en-US
2010,Mercury,en-US
2010,MINI,en-US
2010,Mitsubishi,en-US
2010,Nissan,en-US
2010,Pontiac,en-US
2010,Porsche,en-US
2010,Rolls-Royce,en-US
2010,Saab,en-US
2010,Saturn,en-US
2010,Scion,en-US
2010,smart,en-US
2010,Subaru,en-US
2010,Suzuki,en-US
2010,Tesla,en-US
2010,Toyota,en-US
2010,Volkswagen,en-US
2010,Volvo,en-US
2011,Acura,en-US
2011,Aston Martin,en-US
2011,Audi,en-US
2011,Bentley,en-US
2011,BMW,en-US
2011,Buick,en-US
2011,Cadillac,en-US
2011,Chevrolet,en-US
2011,Chrysler,en-US
2011,Dodge,en-US
2011,Ferrari,en-US
2011,Ford,en-US
2011,Freightliner,en-US
2011,GMC,en-US
2011,Honda,en-US
2011,Hyundai,en-US
2011,Infiniti,en-US
2011,Jaguar,en-US
2011,Jeep,en-US
2011,Kia,en-US
2011,Lamborghini,en-US
2011,Land Rover,en-US
2011,Lexus,en-US
2011,Lincoln,en-US
2011,Lotus,en-US
2011,Maserati,en-US
2011,Maybach,en-US
2011,Mazda,en-US
2011,Mercedes-Benz,en-US
2011,Mercury,en-US
2011,MINI,en-US
2011,Mitsubishi,en-US
2011,Nissan,en-US
2011,Porsche,en-US
2011,RAM,en-US
2011,Rolls-Royce,en-US
2011,Saab,en-US
2011,Scion,en-US
2011,smart,en-US
2011,Subaru,en-US
2011,Suzuki,en-US
2011,Tesla,en-US
2011,Toyota,en-US
2011,Volkswagen,en-US
2011,Volvo,en-US
2012,Acura,en-US
2012,Aston Martin,en-US
2012,Audi,en-US
2012,Bentley,en-US
2012,BMW,en-US
2012,Buick,en-US
2012,Cadillac,en-US
2012,Chevrolet,en-US
2012,Chrysler,en-US
2012,Dodge,en-US
2012,Ferrari,en-US
2012,FIAT,en-US
2012,Fisker,en-US
2012,Ford,en-US
2012,Freightliner,en-US
2012,GMC,en-US
2012,Honda,en-US
2012,Hyundai,en-US
2012,Infiniti,en-US
2012,Jaguar,en-US
2012,Jeep,en-US
2012,Kia,en-US
2012,Lamborghini,en-US
2012,Land Rover,en-US
2012,Lexus,en-US
2012,Lincoln,en-US
2012,Lotus,en-US
2012,Maserati,en-US
2012,Maybach,en-US
2012,Mazda,en-US
2012,McLaren,en-US
2012,Mercedes-Benz,en-US
2012,MINI,en-US
2012,Mitsubishi,en-US
2012,Nissan,en-US
2012,Porsche,en-US
2012,RAM,en-US
2012,Rolls-Royce,en-US
2012,Scion,en-US
2012,smart,en-US
2012,Subaru,en-US
2012,Suzuki,en-US
2012,Tesla,en-US
2012,Toyota,en-US
2012,Volkswagen,en-US
2012,Volvo,en-US
2013,Acura,en-US
2013,Aston Martin,en-US
2013,Audi,en-US
2013,Bentley,en-US
2013,BMW,en-US
2013,Buick,en-US
2013,Cadillac,en-US
2013,Chevrolet,en-US
2013,Chrysler,en-US
2013,Dodge,en-US
2013,Ferrari,en-US
2013,FIAT,en-US
2013,Ford,en-US
2013,Freightliner,en-US
2013,GMC,en-US
2013,Honda,en-US
2013,Hyundai,en-US
2013,Infiniti,en-US
2013,Jaguar,en-US
2013,Jeep,en-US
2013,Kia,en-US
2013,Lamborghini,en-US
2013,Land Rover,en-US
2013,Lexus,en-US
2013,Lincoln,en-US
2013,Lotus,en-US
2013,Maserati,en-US
2013,Mazda,en-US
2013,McLaren,en-US
2013,Mercedes-Benz,en-US
2013,MINI,en-US
2013,Mitsubishi,en-US
2013,Nissan,en-US
2013,Porsche,en-US
2013,RAM,en-US
2013,Rolls-Royce,en-US
2013,Scion,en-US
2013,smart,en-US
2013,SRT,en-US
2013,Subaru,en-US
2013,Suzuki,en-US
2013,Tesla,en-US
2013,Toyota,en-US
2013,Volkswagen,en-US
2013,Volvo,en-US
2014,Acura,en-US
2014,Aston Martin,en-US
2014,Audi,en-US
2014,Bentley,en-US
2014,BMW,en-US
2014,Buick,en-US
2014,Cadillac,en-US
2014,Chevrolet,en-US
2014,Chrysler,en-US
2014,Dodge,en-US
2014,Ferrari,en-US
2014,FIAT,en-US
2014,Ford,en-US
2014,Freightliner,en-US
2014,GMC,en-US
2014,Honda,en-US
2014,Hyundai,en-US
2014,Infiniti,en-US
2014,Jaguar,en-US
2014,Jeep,en-US
2014,Kia,en-US
2014,Lamborghini,en-US
2014,Land Rover,en-US
2014,Lexus,en-US
2014,Lincoln,en-US
2014,Lotus,en-US
2014,Maserati,en-US
2014,Mazda,en-US
2014,McLaren,en-US
2014,Mercedes-Benz,en-US
2014,MINI,en-US
2014,Mitsubishi,en-US
2014,Nissan,en-US
2014,Porsche,en-US
2014,RAM,en-US
2014,Rolls-Royce,en-US
2014,Scion,en-US
2014,smart,en-US
2014,SRT,en-US
2014,Subaru,en-US
2014,Tesla,en-US
2014,Toyota,en-US
2014,Volkswagen,en-US
2014,Volvo,en-US
2015,Acura,en-US
2015,Alfa Romeo,en-US
2015,Aston Martin,en-US
2015,Audi,en-US
2015,Bentley,en-US
2015,BMW,en-US
2015,Buick,en-US
2015,Cadillac,en-US
2015,Chevrolet,en-US
2015,Chrysler,en-US
2015,Dodge,en-US
2015,Ferrari,en-US
2015,FIAT,en-US
2015,Ford,en-US
2015,Freightliner,en-US
2015,GMC,en-US
2015,Honda,en-US
2015,Hyundai,en-US
2015,Infiniti,en-US
2015,Jaguar,en-US
2015,Jeep,en-US
2015,Kia,en-US
2015,Lamborghini,en-US
2015,Land Rover,en-US
2015,Lexus,en-US
2015,Lincoln,en-US
2015,Maserati,en-US
2015,Mazda,en-US
2015,McLaren,en-US
2015,Mercedes-Benz,en-US
2015,MINI,en-US
2015,Mitsubishi,en-US
2015,Nissan,en-US
2015,Porsche,en-US
2015,RAM,en-US
2015,Rolls-Royce,en-US
2015,Scion,en-US
2015,smart,en-US
2015,Subaru,en-US
2015,Tesla,en-US
2015,Toyota,en-US
2015,Volkswagen,en-US
2015,Volvo,en-US
2016,Acura,en-US
2016,Aston Martin,en-US
2016,Audi,en-US
2016,Bentley,en-US
2016,BMW,en-US
2016,Buick,en-US
2016,Cadillac,en-US
2016,Chevrolet,en-US
2016,Chrysler,en-US
2016,Dodge,en-US
2016,FIAT,en-US
2016,Ford,en-US
2016,GMC,en-US
2016,Honda,en-US
2016,Hyundai,en-US
2016,Infiniti,en-US
2016,Jaguar,en-US
2016,Jeep,en-US
2016,Kia,en-US
2016,Lamborghini,en-US
2016,Land Rover,en-US
2016,Lexus,en-US
2016,Lincoln,en-US
2016,Maserati,en-US
2016,Mazda,en-US
2016,McLaren,en-US
2016,Mercedes-Benz,en-US
2016,MINI,en-US
2016,Mitsubishi,en-US
2016,Nissan,en-US
2016,Porsche,en-US
2016,RAM,en-US
2016,Rolls-Royce,en-US
2016,Scion,en-US
2016,smart,en-US
2016,Subaru,en-US
2016,Toyota,en-US
2016,Volkswagen,en-US
2016,Volvo,en-US
