citystate,rent,rentText,unitLabel,title,location,phone,availability,availabilityText,lastUpdated,listingid,url,img,itemTitle,logo,image,streetAddress,city,state,zip,lat,lng
fort-lauderdale-fl,875,"$875 - 1,215",1-2 Bed,Greentree,"5201 N Dixie Hwy, Fort Lauderdale, FL 33334",954-519-2296,1,Available Now,10 hrs,4d90qth,https://www.apartments.com/greentree-fort-lauderdale-fl/4d90qth/,,Greentree,https://images1.apartments.com/i2/ThrrTo0TkQV6236sXSPWw_KuM8nqw0KeWIixK0f6ekg/110/northland-investment-corporation-logo.png,https://images1.apartments.com/i2/5l1OCCgoDXTVUerfXY83xYgjVX-SmSTLnuSydwcnPWA/106/greentree-fort-lauderdale-fl-building-photo.jpg,5201 N Dixie Hwy,Fort Lauderdale,FL,33334,0,0
fort-lauderdale-fl,875,$875,1 Bed,Palm Terrace,"220 SW 38th Ave, Fort Lauderdale, FL 33312",,1,Available Now,2 wks,t5q0gjc,https://www.apartments.com/palm-terrace-fort-lauderdale-fl/t5q0gjc/,,Palm Terrace,undefined,https://images1.apartments.com/i2/ZiIzUAN3K1Rh0gUFad9ZjhkGwrO5xpdwqv9GBo1k5N4/104/palm-terrace-fort-lauderdale-fl-building-photo.jpg,220 SW 38th Ave,Fort Lauderdale,FL,33312,0,0
fort-lauderdale-fl,875,$875,Studio,1126 SW 15th Terrace,"Davie, FL 33312",844-469-3525,1,Available Now,2 wks,0l4fpv1,https://www.apartments.com/1126-sw-15th-terrace-davie-fl/0l4fpv1/,,1126 SW 15th Terrace,undefined,https://images1.apartments.com/i2/iQHxGgqztSop11hP_ttygzjSGqWkK8ZPhT-2QzmK1Xg/104/1126-sw-15th-terrace-davie-fl-building-photo.jpg,1126 SW 15th Terrace,Davie,FL,33312,0,0
fort-wayne-in,340,$340 - 375,1 Bed,Senior Town Apartments,"2202 Senior Dr, Fort Wayne, IN 46805",,1,Available Now,2 wks,n9jlkyq,https://www.apartments.com/senior-town-apartments-fort-wayne-in/n9jlkyq/,https://images1.apartments.com/i2/DN27b-1p3e4w8yboZpwfV57ADIgHoD70QnAX36-_wsc/104/senior-town-apartments-fort-wayne-in-building-photo.jpg,Senior Town Apartments,undefined,https://images1.apartments.com/i2/DN27b-1p3e4w8yboZpwfV57ADIgHoD70QnAX36-_wsc/104/senior-town-apartments-fort-wayne-in-building-photo.jpg,2202 Senior Dr,Fort Wayne,IN,46805,0,0
fort-wayne-in,380,$380 - 525,1-2 Bed,Waterloo Gardens,"3710 E Paulding Rd, Fort Wayne, IN 46816",,1,Available Now,,elq9h4m,https://www.apartments.com/waterloo-gardens-fort-wayne-in/elq9h4m/,https://images1.apartments.com/i2/XnB1KdD4WR83z55ebiuWKK2YMKj7T9NB2WHy4Ehh4Rc/104/waterloo-gardens-fort-wayne-in-building-photo.jpg,Waterloo Gardens,undefined,https://images1.apartments.com/i2/XnB1KdD4WR83z55ebiuWKK2YMKj7T9NB2WHy4Ehh4Rc/104/waterloo-gardens-fort-wayne-in-building-photo.jpg,3710 E Paulding Rd,Fort Wayne,IN,46816,0,0
fort-wayne-in,385,$385 - 500,1-2 Bed,Brendonwood Park Apartments,"1004-1006 Fayette Dr, Fort Wayne, IN 46816",,1,Available Now,2 wks,kbd900b,https://www.apartments.com/brendonwood-park-apartments-fort-wayne-in/kbd900b/,https://images1.apartments.com/i2/5ww0wR7xcYCyjXgeoKtDrLh8HDoyzRt-LhDIzhMt-EY/104/brendonwood-park-apartments-fort-wayne-in-building-photo.jpg,Brendonwood Park Apartments,undefined,https://images1.apartments.com/i2/5ww0wR7xcYCyjXgeoKtDrLh8HDoyzRt-LhDIzhMt-EY/104/brendonwood-park-apartments-fort-wayne-in-building-photo.jpg,1004-1006 Fayette Dr,Fort Wayne,IN,46816,0,0
fort-wayne-in,395,$395,Condo for Rent,206 W Creighton Ave,"Fort Wayne, IN 46807",,1,Available Now,,lfqcc2f,https://www.apartments.com/206-w-creighton-ave-fort-wayne-in/lfqcc2f/,https://images1.apartments.com/i2/7BvWpUP-rWoq9a89CGfY23HsIJ7OtShUbfOAIpYBId4/104/206-w-creighton-ave-fort-wayne-in-building-photo.jpg,206 W Creighton Ave,undefined,https://images1.apartments.com/i2/7BvWpUP-rWoq9a89CGfY23HsIJ7OtShUbfOAIpYBId4/104/206-w-creighton-ave-fort-wayne-in-building-photo.jpg,206 W Creighton Ave,Fort Wayne,IN,46807,0,0
fort-wayne-in,395,$395,Condo for Rent,6325 Nina Dr,"Fort Wayne, IN 46835",,1,Available Now,2 days,rcl67x2,https://www.apartments.com/6325-nina-dr-fort-wayne-in/rcl67x2/,https://images1.apartments.com/i2/bexvHt_-TXs8XgJwYr2Df2-2jv6qngeW_Bi5Y8H-G6E/104/6325-nina-dr-fort-wayne-in-building-photo.jpg,6325 Nina Dr,undefined,https://images1.apartments.com/i2/bexvHt_-TXs8XgJwYr2Df2-2jv6qngeW_Bi5Y8H-G6E/104/6325-nina-dr-fort-wayne-in-building-photo.jpg,6325 Nina Dr,Fort Wayne,IN,46835,0,0
fort-wayne-in,395,$395,Condo for Rent,6307 Reed Rd,"Fort Wayne, IN 46835",,1,Available Now,,2sdtrv8,https://www.apartments.com/6307-reed-rd-fort-wayne-in/2sdtrv8/,https://images1.apartments.com/i2/UE6JmA2yH58JRiUwIUF2ehu3RGQrjnTNlprAd0Vvk48/104/6307-reed-rd-fort-wayne-in-building-photo.jpg,6307 Reed Rd,undefined,https://images1.apartments.com/i2/UE6JmA2yH58JRiUwIUF2ehu3RGQrjnTNlprAd0Vvk48/104/6307-reed-rd-fort-wayne-in-building-photo.jpg,6307 Reed Rd,Fort Wayne,IN,46835,0,0
fort-wayne-in,399,$399,Condo for Rent,1018 Rockhill St,"Fort Wayne, IN 46802",,1,Available Now,41 min,03wc3v2,https://www.apartments.com/1018-rockhill-st-fort-wayne-in/03wc3v2/,https://images1.apartments.com/i2/Ua5mL_HY2vMa1OvidKsMQnyzS0BtAs6Z8zmFpsc_N3c/104/1018-rockhill-st-fort-wayne-in-building-photo.jpg,1018 Rockhill St,undefined,https://images1.apartments.com/i2/Ua5mL_HY2vMa1OvidKsMQnyzS0BtAs6Z8zmFpsc_N3c/104/1018-rockhill-st-fort-wayne-in-building-photo.jpg,1018 Rockhill St,Fort Wayne,IN,46802,0,0
fort-wayne-in,399,$399,Condo for Rent,325 Dalgren Ave,"Fort Wayne, IN 46805",,1,Available Now,,rn55340,https://www.apartments.com/325-dalgren-ave-fort-wayne-in/rn55340/,,325 Dalgren Ave,undefined,https://images1.apartments.com/i2/Rn3YfcI8m_75usKbSt_ph7cIPasU1Xn1LvlJdEerhHY/104/325-dalgren-ave-fort-wayne-in-building-photo.jpg,325 Dalgren Ave,Fort Wayne,IN,46805,0,0
fort-wayne-in,400,$400,1 Bed,Tara Marca Apartments,"4920 Old Maysville Rd, Fort Wayne, IN 46815",,1,Available Now,2 wks,shkvrc7,https://www.apartments.com/tara-marca-apartments-fort-wayne-in/shkvrc7/,,Tara Marca Apartments,undefined,https://images1.apartments.com/i2/w7u8zYt-HfrXOWmNkkQyN3M2adaroLZTprehSftencE/104/tara-marca-apartments-fort-wayne-in-building-photo.jpg,4920 Old Maysville Rd,Fort Wayne,IN,46815,0,0
fort-wayne-in,400,$400,House for Rent,4017 Holton Ave,"Fort Wayne, IN 46806",,1,Available Now,1 hr,237nws9,https://www.apartments.com/4017-holton-ave-fort-wayne-in/237nws9/,,4017 Holton Ave,undefined,https://images1.apartments.com/i2/Mn62khlY6HOfxUahvAAhVBonV8ioMOJAjWrW3n4sGAM/104/4017-holton-ave-fort-wayne-in-building-photo.jpg,4017 Holton Ave,Fort Wayne,IN,46806,0,0
fort-wayne-in,400,$400 - 425,1 Bed,Wildwood Place,"3431 Portage Blvd, Fort Wayne, IN 46802",,1,Available Now,2 wks,wv3bwyk,https://www.apartments.com/wildwood-place-fort-wayne-in/wv3bwyk/,,Wildwood Place,https://images1.apartments.com/i2/swxzb0UaglcxS6GtRyGcKvgY963T6nG24yh9sk1yN-c/110/friedman-integrated-real-estate-solutions-logo.png,https://images1.apartments.com/i2/LtAJwRvgLjIKpcsHxyO9_ab0og1m46gk9L5HTrj5or4/104/wildwood-place-fort-wayne-in-building-photo.jpg,3431 Portage Blvd,Fort Wayne,IN,46802,0,0
fort-wayne-in,410,$410,Condo for Rent,801 Grace Ave,"Fort Wayne, IN 46807",,1,Available Now,2 days,9d3b4s4,https://www.apartments.com/801-grace-ave-fort-wayne-in/9d3b4s4/,,801 Grace Ave,undefined,https://images1.apartments.com/i2/8-dfkJpr5catAOvNqYSWMlr5c4WFZpPOD53Qq9fTLMA/104/801-grace-ave-fort-wayne-in-primary-photo.jpg,801 Grace Ave,Fort Wayne,IN,46807,0,0
fort-wayne-in,420,$420 - 655,1-2 Bed,Bridgedale Terrace Apartments,"2901 St. Louis Ave, Fort Wayne, IN 46809",888-254-3048,0,Available 09/29/17,3 days,8711n01,https://www.apartments.com/bridgedale-terrace-apartments-fort-wayne-in/8711n01/,,Bridgedale Terrace Apartments,https://images1.apartments.com/i2/CN4Fure2eyfiExGTz8hgP9cVKiCw_lusPIgaXRx-LQY/110/sandra-pense-logo.png,https://images1.apartments.com/i2/Nhr5PzPPAil4Nx6syBxUr4pUjJgMVBa6twy5Ey2tlNI/106/bridgedale-terrace-apartments-fort-wayne-in-building-photo.jpg,2901 St. Louis Ave,Fort Wayne,IN,46809,0,0
fort-wayne-in,425,$425,Condo for Rent,1419 W Wildwood Ave,"Fort Wayne, IN 46807",,1,Available Now,1 hr,pjb4mhr,https://www.apartments.com/1419-w-wildwood-ave-fort-wayne-in/pjb4mhr/,,1419 W Wildwood Ave,undefined,https://images1.apartments.com/i2/o-0UZKTfVgkdecL1LV_hFoT0B78j-OGHYS7CMSmrJPc/104/1419-w-wildwood-ave-fort-wayne-in-primary-photo.jpg,1419 W Wildwood Ave,Fort Wayne,IN,46807,0,0
fort-wayne-in,425,$425,House for Rent,315 1/2 Lexington Ct,"Fort Wayne, IN 46806",,1,Available Now,3 hrs,mv3hktj,https://www.apartments.com/315-1-2-lexington-ct-fort-wayne-in/mv3hktj/,,315 1/2 Lexington Ct,undefined,https://images1.apartments.com/i2/SHyVZNUTlORGwBCZ1B9rfM3E0COyonj6Lbgc8_fIpug/104/315-12-lexington-ct-fort-wayne-in-primary-photo.jpg,315 1/2 Lexington Ct,Fort Wayne,IN,46806,0,0
fort-wayne-in,425,$425,House for Rent,1735 Sherman Blvd,"Fort Wayne, IN 46808",,1,Available Now,44 min,jyprtf7,https://www.apartments.com/1735-sherman-blvd-fort-wayne-in/jyprtf7/,,1735 Sherman Blvd,undefined,https://images1.apartments.com/i2/FP6TfePT24AIUAUsXWKVQJv9OhpmEkuPfCU7rGHXoRI/104/1735-sherman-blvd-fort-wayne-in-building-photo.jpg,1735 Sherman Blvd,Fort Wayne,IN,46808,0,0
fort-wayne-in,425,$425,Condo for Rent,2420 Hoagland Ave,"Fort Wayne, IN 46807",,1,Available Now,58 min,9vmld94,https://www.apartments.com/2420-hoagland-ave-fort-wayne-in/9vmld94/,,2420 Hoagland Ave,undefined,https://images1.apartments.com/i2/ZIdRmO4kHPzZOnZAiCRggB317oIw2zjiwXHXjdyoqBU/104/2420-hoagland-ave-fort-wayne-in-building-photo.jpg,2420 Hoagland Ave,Fort Wayne,IN,46807,0,0
fort-wayne-in,425,$425 - 485,2-4 Bed,St. Joe Place,"3310 Academic Pl, Fort Wayne, IN 46835",,1,Available Now,2 wks,zn5vxby,https://www.apartments.com/st-joe-place-fort-wayne-in/zn5vxby/,,St. Joe Place,https://images1.apartments.com/i2/tJPxrV83WRjM9UOvVfZMlXet7P97CBkDP7eVFZ-3pac/110/peak-campus-logo.png,https://images1.apartments.com/i2/aPQp9cnRfNhQzRfTP8gOUkKtDxQv6UKpG_RkXKTIiQ0/104/st-joe-place-fort-wayne-in-building-photo.jpg,3310 Academic Pl,Fort Wayne,IN,46835,0,0
fort-wayne-in,429,$429 - 794,Studio - 2 Bed,Montrose Square,"6531 Emmons Dr, Fort Wayne, IN 46835",260-918-8058,0,Available 10/13/17,2 wks,jk3kre5,https://www.apartments.com/montrose-square-fort-wayne-in/jk3kre5/,,Montrose Square,https://images1.apartments.com/i2/YV0aMI4bz6yb-zTh_PdvXrAakMs9JljqD0O340i3GFI/110/montrose-square-inc-logo.png,https://images1.apartments.com/i2/XC91dZoxESYaBOcdTMqOMYjtfnnhAIUkpVKgrwXrUNI/106/montrose-square-fort-wayne-in-building-photo.jpg,6531 Emmons Dr,Fort Wayne,IN,46835,0,0
fort-wayne-in,429,$429 - 739,1-3 Bed,Astoria Apartments & Townhomes,"2754 E Pauling Rd, Ft. Wayne, IN 46816",,1,Available Now,2 wks,ttf2bw8,https://www.apartments.com/astoria-apartments-townhomes-ft-wayne-in/ttf2bw8/,,Astoria Apartments & Townhomes,undefined,https://images1.apartments.com/i2/YbBpGkHjcGxdK1yq2-5QnQEeTh6N3aBjH3kI7umYYkM/104/astoria-apartments-townhomes-ft-wayne-in-building-photo.jpg,2754 E Pauling Rd,Ft. Wayne,IN,46816,0,0
fort-wayne-in,435,$435,Condo for Rent,2329 S Harrison St,"Fort Wayne, IN 46807",,1,Available Now,1 hr,7zc9k7x,https://www.apartments.com/2329-s-harrison-st-fort-wayne-in/7zc9k7x/,,2329 S Harrison St,undefined,https://images1.apartments.com/i2/z2gav7mXmn4BGTwxJBYIAdrU2jiT3XPGuf4SaVdIqA8/104/2329-s-harrison-st-fort-wayne-in-building-photo.jpg,2329 S Harrison St,Fort Wayne,IN,46807,0,0
fort-wayne-in,445,$445,Condo for Rent,2222 Hoagland Ave,"Fort Wayne, IN 46802",,1,Available Now,1 hr,s44q174,https://www.apartments.com/2222-hoagland-ave-fort-wayne-in/s44q174/,,2222 Hoagland Ave,undefined,https://images1.apartments.com/i2/z5v-rbpy8HYlQSnZQl60HyWsOJ1Jb_L-_mHCRMcVt6c/104/2222-hoagland-ave-fort-wayne-in-building-photo.jpg,2222 Hoagland Ave,Fort Wayne,IN,46802,0,0
fort-wayne-in,445,$445,Condo for Rent,2827 S Calhoun St,"Fort Wayne, IN 46807",,1,Available Now,1 wk,99tv3m5,https://www.apartments.com/2827-s-calhoun-st-fort-wayne-in/99tv3m5/,,2827 S Calhoun St,undefined,https://images1.apartments.com/i2/N_3RcAqtYBHaGfdqq_2hgRiEFocLRQ_wjJtSJuiyqSc/104/2827-s-calhoun-st-fort-wayne-in-building-photo.jpg,2827 S Calhoun St,Fort Wayne,IN,46807,0,0
fort-wayne-in,445,$445 - 470,2-3 Bed,The Arch Fort Wayne,"6225 Saint Joe Rd, Fort Wayne, IN 46835",,1,Available Now,2 wks,k0fel3b,https://www.apartments.com/the-arch-fort-wayne-fort-wayne-in/k0fel3b/,,The Arch Fort Wayne,https://images1.apartments.com/i2/0iZTkTRzbuyGIn23KOwYsGUR2eTshsJRBNIbP7rI5P0/110/asset-plus-companies-logo.png,https://images1.apartments.com/i2/YiAxgoB3p3UFhx8rXO7OFtpuuTqSBSmwGkOEvr_B-OA/104/the-arch-fort-wayne-fort-wayne-in-resort-style-pool.jpg,6225 Saint Joe Rd,Fort Wayne,IN,46835,0,0
fort-wayne-in,450,$450 - 600,1-4 Bed,Chapel Oaks Apartments,"859 Buchanan St, Fort Wayne, IN 46803",844-231-1513,1,Available Now,,hxx58g0,https://www.apartments.com/chapel-oaks-apartments-fort-wayne-in/hxx58g0/,,Chapel Oaks Apartments,https://images1.apartments.com/i2/SReG4MkGTBPwuqZ6-nij0jibN7fd9d9lcGUFbczrQRw/110/beztak-properties-logo.png,https://images1.apartments.com/i2/p5vEuAf8cK9xK_tBDcMU74f6UkNSY_JfLQY3D1a1wO4/106/chapel-oaks-apartments-fort-wayne-in-building-photo.jpg,859 Buchanan St,Fort Wayne,IN,46803,0,0
fresno-ca,499,$499 - 519,4 Bed,The Avery,"335-365 E Barstow Ave, Fresno, CA 93710",,1,Available Now,2 wks,0c1kg81,https://www.apartments.com/the-avery-fresno-ca/0c1kg81/,https://images1.apartments.com/i2/nzU7mk9v7Yu1zg6ZDKESwH6Gxo6dkZmfnRCdbTR6k-g/104/the-avery-fresno-ca-welcome-to-castlerock-at-fresno.jpg,The Avery,undefined,https://images1.apartments.com/i2/nzU7mk9v7Yu1zg6ZDKESwH6Gxo6dkZmfnRCdbTR6k-g/104/the-avery-fresno-ca-welcome-to-castlerock-at-fresno.jpg,335-365 E Barstow Ave,Fresno,CA,93710,0,0
fresno-ca,506,$506 - 733,1-2 Bed,Kings View Manor Senior Living 55 and Better,"949 E Annadale Ave, Fresno, CA 93706",559-512-7302,1,Available Now,2 wks,z20m4sx,https://www.apartments.com/kings-view-manor-senior-living-55-and-better-fresno-ca/z20m4sx/,https://images1.apartments.com/i2/dBgHP6aKZ-JbyRI2shjWr1PP1_5Gb7YkWB0rM4yyggw/106/kings-view-manor-senior-living-55-and-better-fresno-ca-building-photo.jpg,Kings View Manor Senior Living 55 and Better,https://images1.apartments.com/i2/CIVGG4S90QdZpHVRQb0Mazq8ZOaQwZUpgsr3ncytvEo/110/san-mar-properties-inc-logo.png,https://images1.apartments.com/i2/dBgHP6aKZ-JbyRI2shjWr1PP1_5Gb7YkWB0rM4yyggw/106/kings-view-manor-senior-living-55-and-better-fresno-ca-building-photo.jpg,949 E Annadale Ave,Fresno,CA,93706,0,0
fresno-ca,506,$506,1 Bed,Oak Park Senior,"2575 S Richelle Ave, Fresno, CA 93725",,0,Available 09/25/17,2 wks,jb2drb5,https://www.apartments.com/oak-park-senior-fresno-ca/jb2drb5/,https://images1.apartments.com/i2/ZDfZe1743qHIuo_xs_TTarqyKBuT7WPS1jNn-8rbVxA/104/oak-park-senior-fresno-ca-building-photo.jpg,Oak Park Senior,https://images1.apartments.com/i2/rg9tgOM0iy-WBltI8-kD3tDyWvBEbBmO6iTeIpAiiHo/110/winn-companies-logo.png,https://images1.apartments.com/i2/ZDfZe1743qHIuo_xs_TTarqyKBuT7WPS1jNn-8rbVxA/104/oak-park-senior-fresno-ca-building-photo.jpg,2575 S Richelle Ave,Fresno,CA,93725,0,0
fresno-ca,518,$518,1 Bed,Pleasant Village Apartments,"3665 N Pleasant Ave, Fresno, CA 93705",,1,Available Now,2 wks,1jlsjx5,https://www.apartments.com/pleasant-village-apartments-fresno-ca/1jlsjx5/,https://images1.apartments.com/i2/Ash2Ma-eyWBUqpClJVnwtXzdGM-C7TPvw3uIaq_zWHU/104/pleasant-village-apartments-fresno-ca-primary-photo.jpg,Pleasant Village Apartments,https://images1.apartments.com/i2/aJ2UFjuHhNzdr3-iLO2GGiu1KRD6fmeI-YYn761E6Jo/110/barker-management-incorporated-logo.png,https://images1.apartments.com/i2/Ash2Ma-eyWBUqpClJVnwtXzdGM-C7TPvw3uIaq_zWHU/104/pleasant-village-apartments-fresno-ca-primary-photo.jpg,3665 N Pleasant Ave,Fresno,CA,93705,0,0
fresno-ca,520,$520 - 890,1-2 Bed,Campus Edge Apartment Community,"1577 E Bulldog Ln, Fresno, CA 93710",,1,Available Now,2 wks,pxvd83v,https://www.apartments.com/campus-edge-apartment-community-fresno-ca/pxvd83v/,https://images1.apartments.com/i2/H6w_-XKb31sDn2QtKDBHd1CQM8h70BHt7k47_cyZV4I/104/campus-edge-apartment-community-fresno-ca-primary-photo.jpg,Campus Edge Apartment Community,https://images1.apartments.com/i2/tJPxrV83WRjM9UOvVfZMlXet7P97CBkDP7eVFZ-3pac/110/peak-campus-logo.png,https://images1.apartments.com/i2/H6w_-XKb31sDn2QtKDBHd1CQM8h70BHt7k47_cyZV4I/104/campus-edge-apartment-community-fresno-ca-primary-photo.jpg,1577 E Bulldog Ln,Fresno,CA,93710,0,0
fresno-ca,545,$545,3 Bed,Bulldog Village Apartments,"5151 N Cedar Ave, Fresno, CA 93710",,1,Available Now,2 wks,j8y8966,https://www.apartments.com/bulldog-village-apartments-fresno-ca/j8y8966/,https://images1.apartments.com/i2/DN1TYIZwPrr2UKTMMGF6BwZGRQ1FVCCIu66n_ICAX2U/104/bulldog-village-apartments-fresno-ca-building-photo.jpg,Bulldog Village Apartments,undefined,https://images1.apartments.com/i2/DN1TYIZwPrr2UKTMMGF6BwZGRQ1FVCCIu66n_ICAX2U/104/bulldog-village-apartments-fresno-ca-building-photo.jpg,5151 N Cedar Ave,Fresno,CA,93710,0,0
fresno-ca,550,$550 - 725,Studio - 2 Bed,Black Stone Acres Apartments,"1919 E Sussex Way, Fresno, CA 93726",,1,Available Now,2 wks,bdd7mtc,https://www.apartments.com/black-stone-acres-apartments-fresno-ca/bdd7mtc/,,Black Stone Acres Apartments,undefined,https://images1.apartments.com/i2/T05U6fs_P3DORtC1bxHGjT8u-V93Ity58AFoEP4oBBE/104/black-stone-acres-apartments-fresno-ca-building-photo.jpg,1919 E Sussex Way,Fresno,CA,93726,0,0
fresno-ca,560,$560,1 Bed,Brooks Apartments,"1510 N Brooks Ave, Fresno, CA 93728",,1,Available Now,2 wks,j61glm7,https://www.apartments.com/brooks-apartments-fresno-ca/j61glm7/,,Brooks Apartments,undefined,https://images1.apartments.com/i2/lM6T4g03Y9HXX-knwOykeXiZO6W6fOOGEMsUP0T1HI0/104/brooks-apartments-fresno-ca-primary-photo.jpg,1510 N Brooks Ave,Fresno,CA,93728,0,0
fresno-ca,575,$575,Condo for Rent,489 S Backer Ave,"Fresno, CA 93702",,1,Available Now,1 minute ago,brx12t8,https://www.apartments.com/489-s-backer-ave-fresno-ca/brx12t8/,,489 S Backer Ave,undefined,https://images1.apartments.com/i2/gJKIvEtuoarxKAkq8bwd_tKpM5Zza_1mxnxkOdJs-_c/104/489-s-backer-ave-fresno-ca-building-photo.jpg,489 S Backer Ave,Fresno,CA,93702,0,0
fresno-ca,595,$595 - 650,Studio - 1 Bed,Vintage Court Apartments,"3015-3051 N Sierra Vista Ave, Fresno, CA 93703",,1,Available Now,2 wks,k3lwnf9,https://www.apartments.com/vintage-court-apartments-fresno-ca/k3lwnf9/,,Vintage Court Apartments,undefined,https://images1.apartments.com/i2/1u4akCjq8ft343e1dtfUQhrldC10fMZOqPtR11y2aBQ/104/vintage-court-apartments-fresno-ca-building-photo.jpg,3015-3051 N Sierra Vista Ave,Fresno,CA,93703,0,0
fresno-ca,595,$595 - 671,1 Bed,Sycamore Heights,"4630 E Shields Ave, Fresno, CA 93726",,1,Available Now,2 wks,qxln9vy,https://www.apartments.com/sycamore-heights-fresno-ca/qxln9vy/,,Sycamore Heights,https://images1.apartments.com/i2/V0BieD5WtCEN_3QnhK7sMzb_z5pGsFBf8Q9zV9GHuNs/110/omninet-capital-logo.png,https://images1.apartments.com/i2/L96CVr_MyNastdaic9EDqQdicoq1GZV2tsq7RnuT14Q/104/sycamore-heights-fresno-ca-primary-photo.jpg,4630 E Shields Ave,Fresno,CA,93726,0,0
fresno-ca,599,$599,1 Bed,Blue Haven Apartments,"1905 E Pontiac Way, Fresno, CA 93726",,1,Available Now,2 wks,kwj9leb,https://www.apartments.com/blue-haven-apartments-fresno-ca/kwj9leb/,,Blue Haven Apartments,undefined,https://images1.apartments.com/i2/hQ46XToDTHuV9KbRB9iNIl9dNeB2VMMJE2tLt-RRKnw/104/blue-haven-apartments-fresno-ca-primary-photo.jpg,1905 E Pontiac Way,Fresno,CA,93726,0,0
fresno-ca,605,$605,4 Bed,Palazzo at Campus Pointe,"5164 N Primitivo Way, Fresno, CA 93710",,1,Available Now,2 wks,1mm7eg5,https://www.apartments.com/palazzo-at-campus-pointe-fresno-ca/1mm7eg5/,,Palazzo at Campus Pointe,https://images1.apartments.com/i2/k7ojTQxPbhHwrOUfhyiz_Ozh1ubNlLfV8nMQprfZHmU/110/rpm-company-logo.png,https://images1.apartments.com/i2/uUzYHxen1Jh5ER3gJNanoZBYxRjz21MoiqPCra5OY2Q/104/palazzo-at-campus-pointe-fresno-ca-building-photo.jpg,5164 N Primitivo Way,Fresno,CA,93710,0,0
fresno-ca,615,$615,1 Bed,Oak Knoll Apartments,"4818 E Clinton Ave, Fresno, CA 93703",,0,Available 10/01/17,2 wks,w15k0ph,https://www.apartments.com/oak-knoll-apartments-fresno-ca/w15k0ph/,,Oak Knoll Apartments,undefined,https://images1.apartments.com/i2/UcXBu92iuy_IwwAs12yrTwS5ZiCft8t3XpZ_oktuWWg/104/oak-knoll-apartments-fresno-ca-building-photo.jpg,4818 E Clinton Ave,Fresno,CA,93703,0,0
fresno-ca,625,$625,Condo for Rent,1905 E Pontiac Way,"Fresno, CA 93726",,1,Available Now,1 hr,34qrvwg,https://www.apartments.com/1905-e-pontiac-way-fresno-ca/34qrvwg/,,1905 E Pontiac Way,undefined,https://images1.apartments.com/i2/8CAwnDycOi5-GlxypydyDPdR2HdaGNVLVIfYo6P5aec/104/1905-e-pontiac-way-fresno-ca-building-photo.jpg,1905 E Pontiac Way,Fresno,CA,93726,0,0
fresno-ca,625,$625 - 725,1-2 Bed,Princeton Place,"3166 W Princeton Ave, Fresno, CA 93722",,1,Available Now,2 wks,hhdk4p3,https://www.apartments.com/princeton-place-fresno-ca/hhdk4p3/,,Princeton Place,undefined,https://images1.apartments.com/i2/ZASGoZs0iWHoofAco0_zimNGQpPDHsfWhDULXDVgPbc/104/princeton-place-fresno-ca-building-photo.jpg,3166 W Princeton Ave,Fresno,CA,93722,0,0
fresno-ca,645,$645 - 775,1-2 Bed,Park View Apartments,"3051 W McKinley Ave, Fresno, CA 93722",,1,Available Now,2 wks,qz1816x,https://www.apartments.com/park-view-apartments-fresno-ca/qz1816x/,,Park View Apartments,undefined,https://images1.apartments.com/i2/bPG_NHrWlQnVhsJg61GtHVnk3vMOKPANbmxsoT2H6kw/104/park-view-apartments-fresno-ca-building-photo.jpg,3051 W McKinley Ave,Fresno,CA,93722,0,0
fresno-ca,650,$650,2 Bed,Channel Breeze Apartments,"125 E Dakota Ave, Fresno, CA 93704",,1,Available Now,2 wks,tn138mb,https://www.apartments.com/channel-breeze-apartments-fresno-ca/tn138mb/,,Channel Breeze Apartments,undefined,https://images1.apartments.com/i2/eC5EwOw9unVfGyqERE-SuOFte7WZ2SFd6M38cPapQVg/104/channel-breeze-apartments-fresno-ca-chennel-breeze-apartments.jpg,125 E Dakota Ave,Fresno,CA,93704,0,0
fresno-ca,650,$650,2 Bed,Manzanilla Apartments,"1362 N 8th St, Fresno, CA 93703",,1,Available Now,2 wks,3hnnlqe,https://www.apartments.com/manzanilla-apartments-fresno-ca/3hnnlqe/,,Manzanilla Apartments,undefined,https://images1.apartments.com/i2/6EEcrkplCpITfqybpMNJ5_2AFQeH_KRiNsmpKCT51gI/104/manzanilla-apartments-fresno-ca-primary-photo.jpg,1362 N 8th St,Fresno,CA,93703,0,0
fresno-ca,650,$650,2 Bed,Wood Winds,"1360-1380 Bulldog Ln, Fresno, CA 93710",,1,Available Now,2 wks,zt56ftz,https://www.apartments.com/wood-winds-fresno-ca/zt56ftz/,,Wood Winds,undefined,https://images1.apartments.com/i2/crR89ML_YTzSkMAodvZNfDxlVxnwZVnmu6OBEcD57XE/104/wood-winds-fresno-ca-primary-photo.jpg,1360-1380 Bulldog Ln,Fresno,CA,93710,0,0
fresno-ca,650,$650,Condo for Rent,2816 N 1st St,"Fresno, CA 93703",,1,Available Now,,2qkz519,https://www.apartments.com/2816-n-1st-st-fresno-ca/2qkz519/,,2816 N 1st St,undefined,https://images1.apartments.com/i2/W2RkUXtEBNP9sKSMFe2iVpQnj94GkKuCdru4bZmkLDg/104/2816-n-1st-st-fresno-ca-building-photo.jpg,2816 N 1st St,Fresno,CA,93703,0,0
