citystate,rent,rentText,unitLabel,title,location,phone,availability,availabilityText,lastUpdated,listingid,url,img,itemTitle,logo,image,streetAddress,city,state,zip,lat,lng
"fort-lauderdale-fl","950","$950","Condo for Rent","6800 NE 22nd Way","Fort Lauderdale, FL 33308","","1","Available Now","1 day","qerts6w","https://www.apartments.com/6800-ne-22nd-way-fort-lauderdale-fl/qerts6w/","","6800 NE 22nd Way","undefined","https://images1.apartments.com/i2/f0WXmQj9W1P8pdTtzcM8bJ0Q-2msmjnGhit-g3yZffs/104/6800-ne-22nd-way-fort-lauderdale-fl-primary-photo.jpg","6800 NE 22nd Way","Fort Lauderdale","FL","33308","26.21049","-80.11034",
"fort-lauderdale-fl","950","$950","Condo for Rent","2181 NE 67th St","Fort Lauderdale, FL 33308","","1","Available Now","4 hrs","kf0c9f8","https://www.apartments.com/2181-ne-67th-st-fort-lauderdale-fl/kf0c9f8/","","2181 NE 67th St","undefined","https://images1.apartments.com/i2/NqWdytXb_Y4Yr_TybgFSAjV7AEsznWoqNHrGXQkDO_E/104/2181-ne-67th-st-fort-lauderdale-fl-building-photo.jpg","2181 NE 67th St","Fort Lauderdale","FL","33308","26.20988","-80.11291",
"fort-lauderdale-fl","950","$950","Condo for Rent","2210 NE 67th St Unit 1225","Fort Lauderdale, FL 33308","","1","Available Now","2 hrs","x7hqf2p","https://www.apartments.com/2210-ne-67th-st-fort-lauderdale-fl/x7hqf2p/","","2210 NE 67th St Unit 1225","undefined","https://images1.apartments.com/i2/ORzXSxxRelz6Eqv2W3etXiB90Vvv2VHfGTLss22kLWQ/104/2210-ne-67th-st-fort-lauderdale-fl-building-photo.jpg","2210 NE 67th St Unit 1225","Fort Lauderdale","FL","33308","26.21083","-80.11053",
"fort-lauderdale-fl","950","$950","1 Bedroom","2181 NE 67th St Unit 605","Fort Lauderdale, FL 33308","727-287-5052","1","Available Now","1 wk","fyb5c8t","https://www.apartments.com/2181-ne-67th-st-fort-lauderdale-fl/fyb5c8t/","","2181 NE 67th St Unit 605","undefined","https://images1.apartments.com/i2/PS8WY0SwWhXQpFL55BEFsYWaNv5jbyYV2MwrYODQhWs/104/2181-ne-67th-st-fort-lauderdale-fl-building-photo.jpg","2181 NE 67th St Unit 605","Fort Lauderdale","FL","33308","26.20988","-80.11291",
"fort-lauderdale-fl","950","$950","Studio","301 NE 17th Ave Unit 2","Fort Lauderdale, FL 33301","844-418-4325","1","Available Now","1 wk","qnb85qw","https://www.apartments.com/301-ne-17th-ave-fort-lauderdale-fl/qnb85qw/","","301 NE 17th Ave Unit 2","undefined","https://images1.apartments.com/i2/qjqBb_qHwKKaRymFlzJMPuEUgdXYVQNEqurigEJDKnI/104/301-ne-17th-ave-fort-lauderdale-fl-building-photo.jpg","301 NE 17th Ave Unit 2","Fort Lauderdale","FL","33301","26.12524","-80.12583",
"fort-lauderdale-fl","950","$950","Studio","825 NE 6th St Unit 5","Fort Lauderdale, FL 33304","407-378-6058","1","Available Now","2 days","89xh041","https://www.apartments.com/825-ne-6th-st-fort-lauderdale-fl/89xh041/","","825 NE 6th St Unit 5","undefined","https://images1.apartments.com/i2/1gEDKRDLbllOgCHvlri9MYaJnA0FR6ussK2g0_fu_w4/104/825-ne-6th-st-fort-lauderdale-fl-building-photo.jpg","825 NE 6th St Unit 5","Fort Lauderdale","FL","33304","26.13013","-80.13441",
"fort-lauderdale-fl","960","$960 - 1,175","1-2 Bedroom","Inverarry 441 Apartments","1196 NW 40th Ave, Fort Lauderdale, FL 33311","954-779-6904","0","Available 04/07/17","1 minute ago","rgfdtx1","https://www.apartments.com/inverarry-441-apartments-fort-lauderdale-fl/rgfdtx1/","","Inverarry 441 Apartments","https://images1.apartments.com/i2/PuDjp4PxePYZKZiDu-kEcXXpJ9DB7Xvuuorm2FTb61M/110/j-milton-associates-logo.png","https://images1.apartments.com/i2/JoBUMPQop2k4Rpnfhrb2SY_d4YPmtdDYmacUSMonwpw/106/inverarry-441-apartments-fort-lauderdale-fl-building-photo.jpg","1196 NW 40th Ave","Fort Lauderdale","FL","33311","26.14091","-80.20149",
"fort-lauderdale-fl","975","$975","1 Bedroom","2500 SW 18th Terrace Unit 6","Fort Lauderdale, FL 33315","844-421-1803","1","Available Now","1 wk","zq3071x","https://www.apartments.com/2500-sw-18th-terrace-fort-lauderdale-fl/zq3071x/","","2500 SW 18th Terrace Unit 6","undefined","https://images1.apartments.com/i2/0wdh8mFQdqsRFEu6477eB3A_Ss75zsupskfkV-o2Eto/104/2500-sw-18th-terrace-fort-lauderdale-fl-building-photo.jpg","2500 SW 18th Terrace Unit 6","Fort Lauderdale","FL","33315","26.0917","-80.16474",
"fort-myers-fl","570","$570","Townhome for Rent","9577 Roundstone Cir","Fort Myers, FL 33967","","1","Available Now","2 days","0njc1e1","https://www.apartments.com/9577-roundstone-cir-fort-myers-fl/0njc1e1/","https://images1.apartments.com/i2/nBUNTFrzuG5kho3oQIZcUp5Nx2o9mDMMKx8m3qOpRYk/104/9577-roundstone-cir-fort-myers-fl-building-photo.jpg","9577 Roundstone Cir","undefined","https://images1.apartments.com/i2/nBUNTFrzuG5kho3oQIZcUp5Nx2o9mDMMKx8m3qOpRYk/104/9577-roundstone-cir-fort-myers-fl-building-photo.jpg","9577 Roundstone Cir","Fort Myers","FL","33967","26.4823","-81.79501",
"fort-myers-fl","575","$575 - 645","1 Bedroom","Coastal Village - Student Living","19401 Three Oaks Pkwy, Fort Myers, FL 33967","844-279-0391","1","Available Now","26 min","6rtvpws","https://www.apartments.com/coastal-village-student-living-fort-myers-fl/6rtvpws/","https://images1.apartments.com/i2/IWhkE3dE3V6vPpTqdKwh__4zag759pZzTZyAnnXZX00/106/coastal-village---student-living-fort-myers-fl-building-photo.jpg","Coastal Village - Student Living","undefined","https://images1.apartments.com/i2/IWhkE3dE3V6vPpTqdKwh__4zag759pZzTZyAnnXZX00/106/coastal-village---student-living-fort-myers-fl-building-photo.jpg","19401 Three Oaks Pkwy","Fort Myers","FL","33967","26.45313","-81.78816",
"fort-myers-fl","625","$625","House for Rent","2950 Royal Palm Ave","Fort Myers, FL 33901","","1","Available Now","2 wks","c18212e","https://www.apartments.com/2950-royal-palm-ave-fort-myers-fl/c18212e/","https://images1.apartments.com/i2/trlBuYtK8BN80xGwXsLDMh3v-wv6TzXoLdeZ2A8zarA/104/2950-royal-palm-ave-fort-myers-fl-building-photo.jpg","2950 Royal Palm Ave","undefined","https://images1.apartments.com/i2/trlBuYtK8BN80xGwXsLDMh3v-wv6TzXoLdeZ2A8zarA/104/2950-royal-palm-ave-fort-myers-fl-building-photo.jpg","2950 Royal Palm Ave","Fort Myers","FL","33901","26.62366","-81.86322",
"fort-myers-fl","634","$634 - 888","1-3 Bedroom","Westchase Apartment","3810 Metro Pky, Fort Myers, FL 33916","844-237-9308","0","Not Available","1 wk","s6ml946","https://www.apartments.com/westchase-apartment-fort-myers-fl/s6ml946/","https://images1.apartments.com/i2/zljbw2b22rQ5G27u12HkiJ8j0tKNnKvmRrJVzkUGVVQ/106/westchase-apartment-fort-myers-fl-building-photo.jpg","Westchase Apartment","undefined","https://images1.apartments.com/i2/zljbw2b22rQ5G27u12HkiJ8j0tKNnKvmRrJVzkUGVVQ/106/westchase-apartment-fort-myers-fl-building-photo.jpg","3810 Metro Pky","Fort Myers","FL","33916","26.60741","-81.85174",
"fort-myers-fl","650","$650","1 Bedroom","Sunterra Apartments","3541 Evans Ave, Fort Myers, FL 33901","","1","Available Now","2 wks","vf6r86d","https://www.apartments.com/sunterra-apartments-fort-myers-fl/vf6r86d/","","Sunterra Apartments","undefined","https://images1.apartments.com/i2/FxGQVoIbK8PlwNTbKc6mdK45F70C4bjolRmvdCnOUPw/104/sunterra-apartments-fort-myers-fl-primary-photo.jpg","3541 Evans Ave","Fort Myers","FL","33901","26.61059","-81.85922",
"fort-myers-fl","670","$670","1 Bedroom","Peppertree Apartments","3027 Broadway, Fort Myers, FL 33901","","1","Available Now","2 wks","0qmr5y1","https://www.apartments.com/peppertree-apartments-fort-myers-fl/0qmr5y1/","","Peppertree Apartments","undefined","https://images1.apartments.com/i2/ML2riOEPfjgncfNLfSM3xd0f0JL6brmY8GMbWFg2Zbw/104/peppertree-apartments-fort-myers-fl-building-photo.jpg","3027 Broadway","Fort Myers","FL","33901","26.62149","-81.86681",
"fort-myers-fl","695","$695 - 850","1-2 Bedroom","Palm Vista Apartments","3726-3748 Central Ave, Fort Myers, FL 33901","844-282-0720","1","Available Now","2 wks","jwx6kq6","https://www.apartments.com/palm-vista-apartments-fort-myers-fl/jwx6kq6/","","Palm Vista Apartments","https://images1.apartments.com/i2/ozillu6j3M9ZIrypYeRP4j8tq5uUd6tJd2QwyexY2I0/110/broad-financial-logo.png","https://images1.apartments.com/i2/O-ZFvU9Zb839TlheZNBoFEJ4elI-rD5dJ-YJUzdPGlw/106/palm-vista-apartments-fort-myers-fl-building-photo.jpg","3726-3748 Central Ave","Fort Myers","FL","33901","26.60772","-81.86424",
"fort-myers-fl","695","$695","Condo for Rent","2505 Royal Palm Ave","Fort Myers, FL 33901","","1","Available Now","4 hrs","f555grt","https://www.apartments.com/2505-royal-palm-ave-fort-myers-fl/f555grt/","","2505 Royal Palm Ave","undefined","https://images1.apartments.com/i2/dd7q_nZ7QMaBsiuDR8MrLr02xpfD8QrfAw0E5FMLEC0/104/2505-royal-palm-ave-fort-myers-fl-building-photo.jpg","2505 Royal Palm Ave","Fort Myers","FL","33901","26.63155","-81.86334",
"fort-myers-fl","700","$700 - 975","1-2 Bedroom","The Waterford Apartments","3585 Central Ave, Fort Myers, FL 33901","844-816-3755","0","Not Available","2 wks","w0nvy2l","https://www.apartments.com/the-waterford-apartments-fort-myers-fl/w0nvy2l/","","The Waterford Apartments","undefined","https://images1.apartments.com/i2/hXce-51PhDCndM24klebl4wQeSwQv828cTdZEIaP9Rc/106/the-waterford-apartments-fort-myers-fl-building-photo.jpg","3585 Central Ave","Fort Myers","FL","33901","26.61133","-81.86329",
"fort-myers-fl","710","$710","4 Bedroom","The Reef- Student Living","10100 Shephard St, Fort Myers, FL 33967","305-515-2932","0","Available 08/18/17","2 wks","ykt1r4t","https://www.apartments.com/the-reef-student-living-fort-myers-fl/ykt1r4t/","","The Reef- Student Living","https://images1.apartments.com/i2/0iZTkTRzbuyGIn23KOwYsAEAEbib81rup-7-6p8QXUw/110/asset-plus-companies-logo.png","https://images1.apartments.com/i2/6Zyq16hATsUsMJhKQHHdEIEI0VMxs708cI2tWN6NRAw/106/the-reef--student-living-fort-myers-fl-building-photo.jpg","10100 Shephard St","Fort Myers","FL","33967","26.45162","-81.7869",
"fort-myers-fl","710","$710 - 780","1 Bedroom","Windrush","13971 Windrush Ct, Fort Myers, FL 33903","844-664-0275","1","Available Now","2 wks","07c4301","https://www.apartments.com/windrush-fort-myers-fl/07c4301/","","Windrush","https://images1.apartments.com/i2/swxzb0UaglcxS6GtRyGcKngi8qlENrrt-6PSLi7EpG8/110/friedman-integrated-real-estate-solutions-logo.png","https://images1.apartments.com/i2/DySv6DoFee-HGyCXk2dS2_-LjVdpIMnF82v1HvJEmf8/106/windrush-fort-myers-fl-building-photo.jpg","13971 Windrush Ct","Fort Myers","FL","33903","26.66656","-81.91882",
"fort-myers-fl","725","$725","House for Rent","2429 Hanson St","Fort Myers, FL 33901","","1","Available Now","1 wk","076dk60","https://www.apartments.com/2429-hanson-st-fort-myers-fl/076dk60/","","2429 Hanson St","undefined","https://images1.apartments.com/i2/yhidISKmUQL5GLBlvF57rGEuCY2Hifhxq7nx6jqwdio/104/2429-hanson-st-fort-myers-fl-building-photo.jpg","2429 Hanson St","Fort Myers","FL","33901","26.62267","-81.8634",
"fort-myers-fl","730","$730 - 978","1-3 Bedroom","Bernwood Trace","9804 Bernwood Place Dr, Fort Myers, FL 33966","877-746-3570","0","Available Soon","2 wks","h4pbr23","https://www.apartments.com/bernwood-trace-fort-myers-fl/h4pbr23/","","Bernwood Trace","https://images1.apartments.com/i2/gtXZeJkVdAq9OI0he9H2BuN_qRLRyF_4T4cwHWeTgh4/110/cornerstone-group-logo.png","https://images1.apartments.com/i2/YrmZvkzipkY1d4F0zx1zNZGosU_5E6jHraGkcd4Lf6s/106/bernwood-trace-fort-myers-fl-building-photo.jpg","9804 Bernwood Place Dr","Fort Myers","FL","33966","26.59928","-81.81382",
"fort-myers-fl","749","$749 - 2,200","Studio - 3 Bedroom","Park Place","4626 Deleon St, Fort Myers, FL 33907","239-244-8115","1","Available Now","","hszhe81","https://www.apartments.com/park-place-fort-myers-fl/hszhe81/","","Park Place","https://images1.apartments.com/i2/xzq_-c757ij4YUKB_4wBK9v35PeF9PjeXfkj4S6ECS8/110/bridge-real-estate-group-logo.png","https://images1.apartments.com/i2/tAK1KNHF288OauG2J2vEYUHEtA-_4drQOmo3dZHK_V4/106/park-place-fort-myers-fl-building-photo.jpg","4626 Deleon St","Fort Myers","FL","33907","26.59376","-81.87707",
"fort-myers-fl","750","$750","1 Bedroom","Green Tee Village","1830 Maraville Ave, Fort Myers, FL 33901","","1","Available Now","2 wks","5j5ypvm","https://www.apartments.com/green-tee-village-fort-myers-fl/5j5ypvm/","","Green Tee Village","undefined","https://images1.apartments.com/i2/OEueIr7vWZ3_YWAqFTLJgVv_J45uXmLDnfxdBdk-vJ4/104/green-tee-village-fort-myers-fl-primary-photo.jpg","1830 Maraville Ave","Fort Myers","FL","33901","26.61496","-81.87524",
"fort-myers-fl","750","$750","Condo for Rent","2944 Jackson St","Fort Myers, FL 33901","","1","Available Now","4 hrs","th83ctb","https://www.apartments.com/2944-jackson-st-fort-myers-fl/th83ctb/","","2944 Jackson St","undefined","https://images1.apartments.com/i2/MVXZbUST2LubynEu846y4ldmB1HA8CUfif66tbR8LNM/104/2944-jackson-st-fort-myers-fl-primary-photo.jpg","2944 Jackson St","Fort Myers","FL","33901","26.62419","-81.86654",
"fort-myers-fl","750","$750","Condo for Rent","5327 Summerlin Rd Unit 2709","Fort Myers, FL 33919","","1","Available Now","4 hrs","pshj4ws","https://www.apartments.com/5327-summerlin-rd-fort-myers-fl/pshj4ws/","","5327 Summerlin Rd Unit 2709","undefined","https://images1.apartments.com/i2/i5vucgH8g7FLvsIBAbb5Z4QJ3ItfHCPV1HV7IeNVz1c/104/5327-summerlin-rd-fort-myers-fl-building-photo.jpg","5327 Summerlin Rd Unit 2709","Fort Myers","FL","33919","26.57786","-81.88246",
"fort-myers-fl","750","$750","House for Rent","2950 Royal Palm Ave","Fort Myers, FL 33901","","1","Available Now","1 wk","89tq4w1","https://www.apartments.com/2950-royal-palm-ave-fort-myers-fl/89tq4w1/","","2950 Royal Palm Ave","undefined","https://images1.apartments.com/i2/jvekMPjKL9GAsV2uPU5XiopEpvzcbs2yJUMwLIoF9MQ/104/2950-royal-palm-ave-fort-myers-fl-building-photo.jpg","2950 Royal Palm Ave","Fort Myers","FL","33901","26.62366","-81.86322",
"fort-myers-fl","750","$750","2 Bedroom","2452 Stella St","Fort Myers, FL 33901","786-463-4871","1","Available Now","","1wswks7","https://www.apartments.com/2452-stella-st-fort-myers-fl/1wswks7/","","2452 Stella St","undefined","https://images1.apartments.com/i2/OQN-OFYk6x9L46dM5YvJfWstI06NJXr_ZRfLiJM50mY/104/2452-stella-st-fort-myers-fl-building-photo.jpg","2452 Stella St","Fort Myers","FL","33901","26.6279","-81.86283",
"fort-myers-fl","775","$775","Condo for Rent","3713 Washington Ave","Fort Myers, FL 33916","","1","Available Now","7 hrs","lgh6v5d","https://www.apartments.com/3713-washington-ave-fort-myers-fl/lgh6v5d/","","3713 Washington Ave","undefined","https://images1.apartments.com/i2/OcH0_miaL55VCU4kCMQLKIjKWt3KZOeVpe8ftqVVHpo/104/3713-washington-ave-fort-myers-fl-building-photo.jpg","3713 Washington Ave","Fort Myers","FL","33916","26.66136","-81.83787",
"fort-myers-fl","795","$795","House for Rent","2719 Central Ave","Fort Myers, FL 33901","","1","Available Now","1 wk","tfz4q88","https://www.apartments.com/2719-central-ave-fort-myers-fl/tfz4q88/","","2719 Central Ave","undefined","https://images1.apartments.com/i2/pYfYtFcj4vg3xROrFMYjyjcFALcUffPzQ7ehIYWQabg/104/2719-central-ave-fort-myers-fl-primary-photo.jpg","2719 Central Ave","Fort Myers","FL","33901","26.62766","-81.86393",
"fort-myers-fl","800","$800 - 1,285","1-3 Bedroom","Park Crest At The Lakes","13621 Parkcrest Blvd, Fort Myers, FL 33912","888-490-3263","1","Available Now","","hq4k830","https://www.apartments.com/park-crest-at-the-lakes-fort-myers-fl/hq4k830/","","Park Crest At The Lakes","https://images1.apartments.com/i2/WtD4PhQR6AHsuPFnwYh_WLLiK0g3kz6PMgd2HzFnaCg/110/churchill-forge-properties-logo.png","https://images1.apartments.com/i2/f5R58fEY-q6dLo7iEqKwyNfdx5RiREMiliO0BUxtmBc/106/park-crest-at-the-lakes-fort-myers-fl-building-photo.jpg","13621 Parkcrest Blvd","Fort Myers","FL","33912","26.54381","-81.84362",
"fort-myers-fl","800","$800","House for Rent","1560 Colonial Blvd","Fort Myers, FL 33907","","1","Available Now","1 wk","phdthgs","https://www.apartments.com/1560-colonial-blvd-fort-myers-fl/phdthgs/","","1560 Colonial Blvd","undefined","https://images1.apartments.com/i2/IlmG5iO-gaK7QMepoZSQR06tFyBkQRBCW3dtbRNIQmE/104/1560-colonial-blvd-fort-myers-fl-primary-photo.jpg","1560 Colonial Blvd","Fort Myers","FL","33907","26.59668","-81.88167",
"fort-myers-fl","800","$800","Condo for Rent","1560 Colonial Blvd Unit 232","Fort Myers, FL 33907","","1","Available Now","4 hrs","77xysgy","https://www.apartments.com/1560-colonial-blvd-fort-myers-fl/77xysgy/","","1560 Colonial Blvd Unit 232","undefined","https://images1.apartments.com/i2/Bkte0jHjOlP59UxR4sIejiJwCsn226ZTK4JJMnrwOvY/104/1560-colonial-blvd-fort-myers-fl-primary-photo.jpg","1560 Colonial Blvd Unit 232","Fort Myers","FL","33907","26.59668","-81.88167",
"fort-myers-fl","800","$800","Condo for Rent","3165 Royalston Ave Unit 104","Fort Myers, FL 33916","","1","Available Now","4 hrs","1n2pwx7","https://www.apartments.com/3165-royalston-ave-fort-myers-fl/1n2pwx7/","","3165 Royalston Ave Unit 104","undefined","https://images1.apartments.com/i2/ByFVOGyTdJgQ5h6cRK18SM3OdAanNl-uTweZTYcNi5Q/104/3165-royalston-ave-fort-myers-fl-primary-photo.jpg","3165 Royalston Ave Unit 104","Fort Myers","FL","33916","26.65727","-81.85018",
"fort-stockton-tx","","","","Southern View","1113 W Ryan St, Fort Stockton, TX 79735","","0","No Availability","2 wks","3tt87yf","https://www.apartments.com/southern-view-fort-stockton-tx/3tt87yf/","","Southern View","undefined","","1113 W Ryan St","Fort Stockton","TX","79735","30.87938","-102.88994",
"fort-stockton-tx","","","","Stockton Village","1101 W Sherer St, Fort Stockton, TX 79735","","0","No Availability","2 wks","zbk8b1y","https://www.apartments.com/stockton-village-fort-stockton-tx/zbk8b1y/","","Stockton Village","undefined","https://images1.apartments.com/i2/7jHF0LznzxqenABBoAPO3GETCZDXsUS_zn0pvkIlJ_0/104/stockton-village-fort-stockton-tx-primary-photo.jpg","1101 W Sherer St","Fort Stockton","TX","79735","30.8803","-102.88981",
"fort-stockton-tx","","","","Valley Creek Apartments","2038 N FM 1053, Fort Stockton, TX 79735","","0","No Availability","2 wks","p1jg0cr","https://www.apartments.com/valley-creek-apartments-fort-stockton-tx/p1jg0cr/","","Valley Creek Apartments","undefined","","2038 N FM 1053","Fort Stockton","TX","79735","30.90435","-102.87601",
"fort-stockton-tx","","","","4606 N FM 1053","Fort Stockton, TX 79735","","0","No Availability","2 wks","z4qgxwz","https://www.apartments.com/4606-n-fm-1053-fort-stockton-tx/z4qgxwz/","","4606 N FM 1053","undefined","https://images1.apartments.com/i2/0ZDseioe23CQ9kmtw7lpAbZkYjts1MmWZv7lAkxoDkI/104/4606-n-fm-1053-fort-stockton-tx-primary-photo.jpg","4606 N FM 1053","Fort Stockton","TX","79735","30.93404","-102.86751",
"fort-stockton-tx","","","","Fort Stockton Manor Apartments","305 N Everts St, Fort Stockton, TX 79735","","0","No Availability","2 wks","btyr3q8","https://www.apartments.com/fort-stockton-manor-apartments-fort-stockton-tx/btyr3q8/","","Fort Stockton Manor Apartments","undefined","","305 N Everts St","Fort Stockton","TX","79735","30.88781","-102.89836",
"fort-wayne-in","340","$340","1 Bedroom","Senior Town Apartments","2202 Senior Dr, Fort Wayne, IN 46805","","1","Available Now","2 wks","n9jlkyq","https://www.apartments.com/senior-town-apartments-fort-wayne-in/n9jlkyq/","https://images1.apartments.com/i2/DN27b-1p3e4w8yboZpwfV_QnKX23bHvqUSP9cQXsaEQ/104/senior-town-apartments-fort-wayne-in-building-photo.jpg","Senior Town Apartments","undefined","https://images1.apartments.com/i2/DN27b-1p3e4w8yboZpwfV_QnKX23bHvqUSP9cQXsaEQ/104/senior-town-apartments-fort-wayne-in-building-photo.jpg","2202 Senior Dr","Fort Wayne","IN","46805","41.09689","-85.09536",
"fort-wayne-in","350","$350 - 520","Studio - 2 Bedroom","Waynedale Village Apartments","7501 Ideal Ave, Fort Wayne, IN 46809","844-835-8620","1","Available Now","1 wk","rw0etg0","https://www.apartments.com/waynedale-village-apartments-fort-wayne-in/rw0etg0/","https://images1.apartments.com/i2/dlBT9tlVz8syFSx0jmSOKylVxodPf4oX9hVoD3Oho-Y/106/waynedale-village-apartments-fort-wayne-in-building-photo.jpg","Waynedale Village Apartments","undefined","https://images1.apartments.com/i2/dlBT9tlVz8syFSx0jmSOKylVxodPf4oX9hVoD3Oho-Y/106/waynedale-village-apartments-fort-wayne-in-building-photo.jpg","7501 Ideal Ave","Fort Wayne","IN","46809","41.01231","-85.17949",
"fort-wayne-in","350","$350","House for Rent","1215 Columbia Ave","Fort Wayne, IN 46805","","1","Available Now","1 day","s3bskn4","https://www.apartments.com/1215-columbia-ave-fort-wayne-in/s3bskn4/","https://images1.apartments.com/i2/yfksgAmHs6589hImurCYE51vcgwzxXl_Cw9zJ8qqBo0/104/1215-columbia-ave-fort-wayne-in-building-photo.jpg","1215 Columbia Ave","undefined","https://images1.apartments.com/i2/yfksgAmHs6589hImurCYE51vcgwzxXl_Cw9zJ8qqBo0/104/1215-columbia-ave-fort-wayne-in-building-photo.jpg","1215 Columbia Ave","Fort Wayne","IN","46805","41.0866","-85.1231",
"fort-wayne-in","350","$350 - 480","1-2 Bedroom","Waterloo Gardens","3710 E Paulding Rd, Fort Wayne, IN 46816","","1","Available Now","2 wks","elq9h4m","https://www.apartments.com/waterloo-gardens-fort-wayne-in/elq9h4m/","https://images1.apartments.com/i2/XnB1KdD4WR83z55ebiuWKFeVK7I6JRqvhkbBzoLewIU/104/waterloo-gardens-fort-wayne-in-primary-photo.jpg","Waterloo Gardens","undefined","https://images1.apartments.com/i2/XnB1KdD4WR83z55ebiuWKFeVK7I6JRqvhkbBzoLewIU/104/waterloo-gardens-fort-wayne-in-primary-photo.jpg","3710 E Paulding Rd","Fort Wayne","IN","46816","41.03119","-85.09009",
"fort-wayne-in","365","$365","Townhome for Rent","3410 S Calhoun St","Fort Wayne, IN 46807","","1","Available Now","4 hrs","kl49fhc","https://www.apartments.com/3410-s-calhoun-st-fort-wayne-in/kl49fhc/","https://images1.apartments.com/i2/jZRuKY6BpwT_ut_fQEVxPMmCVmCqeU0YsrtbZTx889c/104/3410-s-calhoun-st-fort-wayne-in-primary-photo.jpg","3410 S Calhoun St","undefined","https://images1.apartments.com/i2/jZRuKY6BpwT_ut_fQEVxPMmCVmCqeU0YsrtbZTx889c/104/3410-s-calhoun-st-fort-wayne-in-primary-photo.jpg","3410 S Calhoun St","Fort Wayne","IN","46807","41.05398","-85.13788",
"fort-wayne-in","365","$365","Townhome for Rent","2819 S Harrison St","Fort Wayne, IN 46807","","1","Available Now","4 hrs","jhchnz4","https://www.apartments.com/2819-s-harrison-st-fort-wayne-in/jhchnz4/","https://images1.apartments.com/i2/j-kMdsRA8jwKwiTYc-4dbzEWxEgOslHv3xZ7EqvpZCo/104/2819-s-harrison-st-fort-wayne-in-primary-photo.jpg","2819 S Harrison St","undefined","https://images1.apartments.com/i2/j-kMdsRA8jwKwiTYc-4dbzEWxEgOslHv3xZ7EqvpZCo/104/2819-s-harrison-st-fort-wayne-in-primary-photo.jpg","2819 S Harrison St","Fort Wayne","IN","46807","41.05897","-85.13886",
"fort-wayne-in","385","$385","1 Bedroom","Brendonwood Park Apartments","1004-1006 Fayette Dr, Fort Wayne, IN 46816","","1","Available Now","2 wks","kbd900b","https://www.apartments.com/brendonwood-park-apartments-fort-wayne-in/kbd900b/","https://images1.apartments.com/i2/5ww0wR7xcYCyjXgeoKtDrHsgYoOV91YfOyR6RQDoRck/104/brendonwood-park-apartments-fort-wayne-in-building-photo.jpg","Brendonwood Park Apartments","undefined","https://images1.apartments.com/i2/5ww0wR7xcYCyjXgeoKtDrHsgYoOV91YfOyR6RQDoRck/104/brendonwood-park-apartments-fort-wayne-in-building-photo.jpg","1004-1006 Fayette Dr","Fort Wayne","IN","46816","41.02744","-85.12071",
"fort-wayne-in","389","$389 - 834","Studio - 2 Bedroom","Montrose Square","6531 Emmons Dr, Fort Wayne, IN 46835","260-918-8058","0","Not Available","1 wk","jk3kre5","https://www.apartments.com/montrose-square-fort-wayne-in/jk3kre5/","","Montrose Square","https://images1.apartments.com/i2/YV0aMI4bz6yb-zTh_PdvXpuk-Xxa6vLMz_xmHhNhJas/110/montrose-square-inc-logo.png","https://images1.apartments.com/i2/XC91dZoxESYaBOcdTMqOMc_GCN_eEMrYJQYjY4hyraY/106/montrose-square-fort-wayne-in-building-photo.jpg","6531 Emmons Dr","Fort Wayne","IN","46835","41.14171","-85.08411",
"fort-wayne-in","405","$405 - 425","Studio","Worthington Manor Apartments","425-431 E Wayne St, Fort Wayne, IN 46802","","1","Available Now","2 wks","d7s4h2k","https://www.apartments.com/worthington-manor-apartments-fort-wayne-in/d7s4h2k/","","Worthington Manor Apartments","undefined","https://images1.apartments.com/i2/i74i7EpzibNvUxFhDpn-WBkme9CUC-dIm8_JcjrWll0/104/worthington-manor-apartments-fort-wayne-in-primary-photo.jpg","425-431 E Wayne St","Fort Wayne","IN","46802","41.07947","-85.13328",
"fort-wayne-in","410","$410 - 650","1-2 Bedroom","Bridgedale Terrace Apartments","2901 St. Louis Ave, Fort Wayne, IN 46809","888-254-3048","0","Available 04/28/17","","8711n01","https://www.apartments.com/bridgedale-terrace-apartments-fort-wayne-in/8711n01/","","Bridgedale Terrace Apartments","https://images1.apartments.com/i2/CN4Fure2eyfiExGTz8hgPzsZWdakQAVCSlctADN_BaA/110/sandra-pense-logo.png","https://images1.apartments.com/i2/sa_wHyGzh8GcJTWgKCavKv0r9rra7b-ZvUNkBizJiQ4/106/bridgedale-terrace-apartments-fort-wayne-in-building-photo.jpg","2901 St. Louis Ave","Fort Wayne","IN","46809","41.00967","-85.17608",
"fort-wayne-in","410","$410","Condo for Rent","446 E Dewald St","Fort Wayne, IN 46803","","1","Available Now","9 hrs","8qj4c92","https://www.apartments.com/446-e-dewald-st-fort-wayne-in/8qj4c92/","","446 E Dewald St","undefined","https://images1.apartments.com/i2/vxlVz2U-UMyehRyt1n6SalGEuf9aI3em8MFuCfVuLQI/104/446-e-dewald-st-fort-wayne-in-primary-photo.jpg","446 E Dewald St","Fort Wayne","IN","46803","41.06506","-85.13158",
