Name,City,State,Zipcode,Latitude,Longitude,Admission Rate,SAT Average,ACT Median,Undergrad Population,In-state Tuition,Out-of-state Tuition,Tuition Difference,Diff Percent
Rockford University,Rockford,IL,61108-2311,42.2706,-89.0195,0.4097,1029,22,1100,26710,26710,0,100
Saint Martin's University,Lacey,WA,98503-7500,47.0371,-122.8154,0.876,1057,22,1100,30284,30284,0,100
Daniel Webster College,Nashua,NH,03063-1300,42.7764,-71.5143,0.5992,962,19,1099,15630,15630,0,100
Spalding University,Louisville,KY,40203-2188,38.2432,-85.7596,0.8108,952,20,1098,22425,22425,0,100
Pacific University,Forest Grove,OR,97116,45.5214,-123.1088,0.8619,1102,24,1096,37024,37024,0,100
Hastings College,Hastings,NE,68901,40.5904,-98.3736,0.7364,1083,24,1090,25520,25520,0,100
Trinity International University-Illinois,Deerfield,IL,60015-1283,42.1979,-87.8827,0.9372,1049,23,1089,26830,26830,0,100
Mount Mary University,Milwaukee,WI,53222-4597,43.0723,-88.0306,0.5397,957,20,1089,25098,25098,0,100
Wofford College,Spartanburg,SC,29303-3663,34.9579,-81.9346,0.688,1186,27,1087,35515,35515,0,100
Eastern Mennonite University,Harrisonburg,VA,22802-2462,38.4786,-78.8761,0.6505,999,22,1086,29350,29350,0,100
Transylvania University,Lexington,KY,40508-1797,38.0532,-84.4939,0.9615,1213,27,1083,31560,31560,0,100
Adrian College,Adrian,MI,49221-2575,41.8984,-84.0599,0.5628,1007,22,1081,30758,30758,0,100
Covenant College,Lookout Mountain,GA,30750-4164,34.9633,-85.375,0.5704,1173,26,1074,29100,29100,0,100
University of Sioux Falls,Sioux Falls,SD,57105-1699,43.5316,-96.7382,0.969,1064,23,1070,24550,24550,0,100
Monmouth College,Monmouth,IL,61462-1998,40.9146,-90.6379,0.6431,1049,23,1069,31500,31500,0,100
Montreat College,Montreat,NC,28757-1267,35.6458,-82.2975,0.5429,950,20,1064,23520,23520,0,100
Brewton-Parker College,Mount Vernon,GA,30445,32.1857,-82.5861,0.5137,896,19,1062,13560,13560,0,100
Centre College,Danville,KY,40422-1394,37.6451,-84.7792,0.6857,1268,29,1055,36020,36020,0,100
Manchester University,North Manchester,IN,46962,41.0116,-85.7588,0.7116,1017,22,1054,27920,27920,0,100
Quincy University,Quincy,IL,62301-2699,39.9392,-91.3879,0.8859,1048,23,1041,25834,25834,0,100
Goshen College,Goshen,IN,46526-4794,41.5643,-85.8268,0.5506,1123,26,1041,28500,28500,0,100
Northwest University,Kirkland,WA,98083-0579,47.6577,-122.1915,0.972,1079,24,1039,25934,25934,0,100
University of Charleston,Charleston,WV,25304,38.3326,-81.6187,0.6905,991,22,1035,19650,19650,0,100
Simpson University,Redding,CA,96003-8606,40.6133,-122.333,0.555,1030,22,1026,23300,23300,0,100
Piedmont College,Demorest,GA,30535-0010,34.5666,-83.5432,0.6118,1001,22,1026,20730,20730,0,100
Trevecca Nazarene University,Nashville,TN,37210,36.1421,-86.7536,0.772,1049,23,1021,22330,22330,0,100
Franklin College,Franklin,IN,46131-2623,39.4783,-86.0472,0.6002,1010,22,1020,27695,27695,0,100
Ursuline College,Pepper Pike,OH,44124,41.495,-81.4667,0.5782,1018,22,1016,26720,26720,0,100
Northwood University-Texas,Cedar Hill,TX,75104-1204,32.6071,-96.9671,0.2578,924,20,1014,22130,22130,0,100
William Woods University,Fulton,MO,65251-1098,38.8579,-91.9493,0.7514,1047,23,1011,20650,20650,0,100
Claremont McKenna College,Claremont,CA,91711-6400,34.1023,-117.7066,0.1173,1397,31,1003,45625,45625,0,100
Coker College,Hartsville,SC,29550,34.3771,-80.0677,0.5326,956,20,1002,24579,24579,0,100
Warner University,Lake Wales,FL,33859-8797,27.8258,-81.6,0.3378,908,19,1001,18430,18430,0,100
Tougaloo College,Tougaloo,MS,39174,32.4027,-90.1594,0.3551,864,18,1000,10227,10227,0,100
Bluffton University,Bluffton,OH,45817-2104,40.897,-83.8977,0.5308,1027,22,999,28504,28504,0,100
Thiel College,Greenville,PA,16125-2181,41.4131,-80.3821,0.655,967,21,994,26802,26802,0,100
Notre Dame de Namur University,Belmont,CA,94002-1908,37.5175,-122.2846,0.872,972,20,987,31126,31126,0,100
Edward Waters College,Jacksonville,FL,32209,30.3451,-81.6848,0.2732,802,17,987,11525,11525,0,100
Cornell College,Mount Vernon,IA,52314-1098,41.926,-91.4254,0.6411,1182,26,987,36430,36430,0,100
Pfeiffer University,Misenheimer,NC,28109,35.4847,-80.2832,0.9609,954,20,985,24150,24150,0,100
Maryville College,Maryville,TN,37804-5907,35.752,-83.9639,0.7259,1068,24,982,31132,31132,0,100
Olivet College,Olivet,MI,49076,42.4409,-84.9229,0.5148,927,20,977,23021,23021,0,100
D'Youville College,Buffalo,NY,14201-1084,42.9023,-78.8904,0.7908,1047,23,976,22850,22850,0,100
Hampden-Sydney College,Hampden-Sydney,VA,23943-0128,37.2425,-78.4614,0.5486,1113,25,976,37352,37352,0,100
Calumet College of Saint Joseph,Whiting,IN,46394,41.6709,-87.493,0.4,855,18,975,15620,15620,0,100
Emory & Henry College,Emory,VA,24327-0947,36.7725,-81.8317,0.6572,1004,22,975,28966,28966,0,100
Greensboro College,Greensboro,NC,27401-1875,36.0711,-79.8002,0.7831,891,18,973,26306,26306,0,100
Northwood University-Florida,West Palm Beach,FL,33409-2911,26.7147,-80.1041,0.5102,932,20,969,22130,22130,0,100
Dominican University of California,San Rafael,CA,94901-2298,37.98,-122.5147,0.7752,1057,23,946,40600,40600,0,100
Cairn University-Langhorne,Langhorne,PA,19047-2990,40.1658,-74.9095,0.5131,1008,22,941,22455,22455,0,100
Chestnut Hill College,Philadelphia,PA,19118-2693,40.087,-75.2288,0.5785,960,21,936,31170,31170,0,100
Saint Josephs College,Rensselaer,IN,47978-0722,40.9234,-87.1555,0.6419,998,22,935,27350,27350,0,100
Cumberland University,Lebanon,TN,37087,36.2042,-86.2997,0.473,986,21,935,20200,20200,0,100
California Institute of Technology,Pasadena,CA,91125,34.1393,-118.1257,0.1055,1534,34,929,41538,41538,0,100
Concordia University-Portland,Portland,OR,97211-6099,45.5682,-122.6379,0.5592,993,21,924,27492,27492,0,100
University of Pikeville,Pikeville,KY,41501,37.4788,-82.5203,1,909,19,917,17750,17750,0,100
Livingstone College,Salisbury,NC,28144,35.6707,-80.4845,0.7122,723,15,917,16024,16024,0,100
Ferrum College,Ferrum,VA,24088-9000,36.9266,-80.0209,0.7411,868,17,914,28585,28585,0,100
Illinois College,Jacksonville,IL,62650-2299,39.7308,-90.2463,0.6129,1024,22,909,27800,27800,0,100
Toccoa Falls College,Toccoa Falls,GA,30598,34.5937,-83.3573,0.494,1000,20,900,19000,19000,0,100
Salem College,Winston Salem,NC,27101,36.0875,-80.2414,0.582,1110,25,898,24566,24566,0,100
Huntington University,Huntington,IN,46750,40.8991,-85.4996,0.9732,1054,24,897,24040,24040,0,100
Otis College of Art and Design,Los Angeles,CA,90045-3505,33.9566,-118.4166,0.4628,1002,22,896,39430,39430,0,100
Rosemont College,Rosemont,PA,19010-1699,40.0348,-75.3299,0.5838,927,21,893,30950,30950,0,100
Belmont Abbey College,Belmont,NC,28012-1802,35.2613,-81.0418,0.6759,977,21,886,18500,18500,0,100
Lincoln Memorial University,Harrogate,TN,37752-9900,36.5813,-83.6588,0.6995,1054,23,886,19490,19490,0,100
Regis College,Weston,MA,02493-1571,42.3511,-71.3091,0.7243,954,21,884,34380,34380,0,100
Crown College,Saint Bonifacius,MN,55375-9001,44.8854,-93.743,0.55,983,21,882,22430,22430,0,100
Five Towns College,Dix Hills,NY,11746-5871,40.7933,-73.37,0.5509,894,21,881,20770,20770,0,100
Fresno Pacific University,Fresno,CA,93702-4709,36.7253,-119.732,0.7844,979,20,878,25716,25716,0,100
Cooper Union for the Advancement of Science and Art,New York,NY,10003-7120,40.7294,-73.9905,0.0774,1358,31,878,41400,41400,0,100
LaGrange College,Lagrange,GA,30240-2999,33.0397,-85.0414,0.5837,995,21,876,25690,25690,0,100
Defiance College,Defiance,OH,43512,41.3003,-84.3566,0.716,964,21,868,28690,28690,0,100
Ripon College,Ripon,WI,54971-0248,43.8424,-88.8426,0.7515,1130,25,862,31604,31604,0,100
Centenary College of Louisiana,Shreveport,LA,71134-1188,32.483,-93.7315,0.6597,1131,25,858,30740,30740,0,100
Hood College,Frederick,MD,21701,39.4219,-77.4193,0.8102,1030,22,855,33280,33280,0,100
Trinity Christian College,Palos Heights,IL,60463-0929,41.6692,-87.7842,0.9022,1053,23,854,24435,24435,0,100
Rust College,Holly Springs,MS,38635,34.7769,-89.447,0.1386,666,14,853,8900,8900,0,100
Fisk University,Nashville,TN,37208-4501,36.1691,-86.8057,0.3968,854,18,853,20449,20449,0,100
Lasell College,Newton,MA,2466,42.3427,-71.2437,0.7614,974,21,841,30000,30000,0,100
Midway College,Midway,KY,40347-1120,38.1444,-84.6793,0.5381,1032,22,834,22150,22150,0,100
Bacone College,Muskogee,OK,74403-1597,35.7771,-95.3353,0.7182,836,17,830,14050,14050,0,100
Baker University,Baldwin City,KS,66006-0065,38.7773,-95.1882,0.869,1086,24,828,25580,25580,0,100
Oklahoma Wesleyan University,Bartlesville,OK,74006-6299,36.7178,-95.9541,0.4934,981,21,828,22252,22252,0,100
Culver-Stockton College,Canton,MO,63435-1299,40.1301,-91.5267,0.5926,972,21,821,23300,23300,0,100
Bluefield College,Bluefield,VA,24605,37.2457,-81.2449,0.5729,900,19,820,22390,22390,0,100
Hollins University,Roanoke,VA,24020,37.3546,-79.9422,0.693,1099,24,806,33320,33320,0,100
Tennessee Wesleyan College,Athens,TN,37303,35.4449,-84.5926,0.713,1006,22,795,21800,21800,0,100
Milligan College,Milligan College,TN,37682,36.3004,-82.295,0.683,1096,24,790,27916,27916,0,100
Scripps College,Claremont,CA,91711-3905,34.1037,-117.7113,0.357,1364,31,787,45564,45564,0,100
Emmanuel College,Franklin Springs,GA,30639,34.2826,-83.1468,0.4783,935,,786,16800,16800,0,100
Rocky Mountain College,Billings,MT,59102-1796,45.7968,-108.5539,0.6683,1024,22,784,23718,23718,0,100
Iowa Wesleyan College,Mount Pleasant,IA,52641,40.9737,-91.5526,0.6012,1005,22,777,25550,25550,0,100
Bethel University,McKenzie,TN,38201,36.1393,-88.5162,0.5103,930,20,776,15714,15714,0,100
The College of Idaho,Caldwell,ID,83605-4432,43.6527,-116.6768,0.905,1070,24,774,24055,24055,0,100
Concordia University-Texas,Austin,TX,78726,30.421,-97.8362,0.4685,1035,23,774,25880,25880,0,100
Northland College,Ashland,WI,54806-3999,46.579,-90.875,0.5907,1105,24,773,29990,29990,0,100
Bay Path College,Longmeadow,MA,1106,42.0554,-72.584,0.576,964,20,765,29959,29959,0,100
Wilson College,Chambersburg,PA,17201-1285,39.9475,-77.6581,0.5267,993,22,764,29370,29370,0,100
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970-0265,44.4374,-74.253,0.7474,986,23,760,25261,25261,0,100
Prescott College,Prescott,AZ,86301,34.5445,-112.4765,0.7293,1094,26,757,29732,29732,0,100
Schreiner University,Kerrville,TX,78028-5697,30.0311,-99.1311,0.9262,995,22,751,22484,22484,0,100
Bethany College,Bethany,WV,26032,40.2051,-80.5578,0.4948,936,21,750,25736,25736,0,100
Tennessee Temple University,Chattanooga,TN,37404,35.0325,-85.2774,0.7843,878,18,749,12120,12120,0,100
Sweet Briar College,Sweet Briar,VA,24595-9998,37.5563,-79.0797,0.8431,1084,24,749,33605,33605,0,100
Randolph College,Lynchburg,VA,24503-1555,37.4374,-79.1708,0.8343,1094,25,741,32850,32850,0,100
MacMurray College,Jacksonville,IL,62650-2590,39.7302,-90.2218,0.7488,964,21,739,22400,22400,0,100
Chowan University,Murfreesboro,NC,27855,36.4363,-77.0991,0.6154,777,16,739,22510,22510,0,100
Warren Wilson College,Swannanoa,NC,28778-2099,35.6118,-82.4411,0.696,1136,25,728,29540,29540,0,100
Newberry College,Newberry,SC,29108,34.2862,-81.602,0.5908,938,20,724,23800,23800,0,100
Stephens College,Columbia,MO,65215,38.9506,-92.323,0.6756,1047,23,722,27954,27954,0,100
Maria College of Albany,Albany,NY,12208,42.6565,-73.806,0.1603,874,20,721,11130,11130,0,100
Harvey Mudd College,Claremont,CA,91711,34.1061,-117.7106,0.1817,1483,34,717,46509,46509,0,100
Brevard College,Brevard,NC,28712,35.2377,-82.7298,0.4489,950,20,710,25200,25200,0,100
Silver Lake College of the Holy Family,Manitowoc,WI,54220-9319,44.071,-87.743,0.6,950,20,709,23180,23180,0,100
Lane College,Jackson,TN,38301-4598,35.6282,-88.8068,0.4916,716,15,702,9180,9180,0,100
Baptist Bible College & Seminary of Pennsylvania,Clarks Summit,PA,18411-1250,41.4962,-75.6836,0.8576,1016,22,699,19710,19710,0,100
Kansas Wesleyan University,Salina,KS,67401-6196,38.8139,-97.6095,0.537,1014,22,697,23800,23800,0,100
Corban University,Salem,OR,97317-9392,44.8841,-122.9584,0.3225,1067,23,696,27431,27431,0,100
Alderson Broaddus University,Philippi,WV,26416-2035,39.1581,-80.0477,0.4321,989,22,693,22740,22740,0,100
New York School of Interior Design,New York,NY,10021,40.7686,-73.9624,0.4675,970,,687,26540,26540,0,100
Westminster College,Fulton,MO,65251-1299,38.8478,-91.9543,0.719,1090,24,686,21680,21680,0,100
Mills College,Oakland,CA,94613,37.7826,-122.1879,0.6798,1151,26,684,41494,41494,0,100
Capitol College,Laurel,MD,20708,39.047,-76.8514,0.5903,1042,21,684,22296,22296,0,100
Manor College,Jenkintown,PA,19046-3399,40.0864,-75.1037,0.455,830,15,684,15250,15250,0,100
Kentucky Wesleyan College,Owensboro,KY,42301,37.7447,-87.122,0.671,1019,22,680,21200,21200,0,100
Dakota Wesleyan University,Mitchell,SD,57301-4398,43.696,-98.0306,0.7023,1058,23,676,22700,22700,0,100
San Diego Christian College,El Cajon,CA,92019-1157,32.8,-116.9031,0.492,986,21,675,25888,25888,0,100
Lancaster Bible College,Lancaster,PA,17601-5036,40.0744,-76.2878,0.5813,982,19,675,18270,18270,0,100
Paul Quinn College,Dallas,TX,75241,32.6772,-96.7559,0.9858,775,16,674,13525,13525,0,100
Davis & Elkins College,Elkins,WV,26241-3996,38.9287,-79.8464,0.5734,945,20,668,24992,24992,0,100
Williams Baptist College,Walnut Ridge,AR,72476,36.1268,-90.9399,0.6798,1001,22,660,13750,13750,0,100
Huntingdon College,Montgomery,AL,36106-2148,32.3509,-86.2853,0.6279,999,22,657,23500,23500,0,100
University of Dubuque,Dubuque,IA,52001,42.498,-90.6936,0.7742,926,20,655,25520,25520,0,100
Lincoln Christian University,Lincoln,IL,62656-2111,40.1489,-89.3458,0.6875,996,22,653,16050,16050,0,100
Menlo College,Atherton,CA,94027-4301,37.4529,-122.1814,0.3705,1001,22,649,37100,37100,0,100
Clearwater Christian College,Clearwater,FL,33759-4595,27.9636,-82.6973,0.7009,1026,22,649,17125,17125,0,100
St Andrews University,Laurinburg,NC,28352,34.7463,-79.4784,0.6448,964,21,644,23332,23332,0,100
Columbia International University,Columbia,SC,29203-1513,34.0812,-81.0695,0.6258,1055,22,644,18930,18930,0,100
College of Our Lady of the Elms,Chicopee,MA,1013,42.1418,-72.6015,0.7492,928,19,641,30132,30132,0,100
Cincinnati Christian University,Cincinnati,OH,45204-3200,39.1124,-84.5548,0.6398,989,21,641,15266,15266,0,100
Union College,Barbourville,KY,40906-1499,36.8691,-83.888,0.7416,1007,22,638,22000,22000,0,100
Hope International University,Fullerton,CA,92831-3199,33.8762,-117.8857,0.4681,951,20,637,26050,26050,0,100
Wheelock College,Boston,MA,02215-4176,42.3425,-71.1058,0.7318,996,22,636,31880,31880,0,100
Wisconsin Lutheran College,Milwaukee,WI,53226-4699,43.0369,-88.0227,0.6356,1097,24,634,24770,24770,0,100
Converse College,Spartanburg,SC,29302-0006,34.9562,-81.9188,0.5201,1072,24,623,29124,29124,0,100
University of the Ozarks,Clarksville,AR,72830,35.4778,-93.4679,0.6136,1057,23,622,24350,24350,0,100
Young Harris College,Young Harris,GA,30582,34.9332,-83.8478,0.5365,980,21,620,25105,25105,0,100
Valley Forge Christian College,Phoenixville,PA,19460-2373,40.1183,-75.5486,0.6585,977,22,618,19394,19394,0,100
Bryan College-Dayton,Dayton,TN,37321-7000,35.4957,-85.0166,0.3762,1053,23,613,21150,21150,0,100
Bethany College,Lindsborg,KS,67456-1897,38.5786,-97.6732,0.5882,956,21,608,23305,23305,0,100
William Peace University,Raleigh,NC,27604-1194,35.7891,-78.6368,0.9086,910,19,603,23900,23900,0,100
Huston-Tillotson University,Austin,TX,78702-2795,30.2647,-97.7217,0.4589,780,15,602,13494,13494,0,100
Waldorf College,Forest City,IA,50436-1713,43.2622,-93.64,0.5067,980,21,600,20316,20316,0,100
King University,Bristol,TN,37620-2699,36.5859,-82.1565,0.6377,1039,23,600,24960,24960,0,100
Holy Names University,Oakland,CA,94619-1699,37.8027,-122.1872,0.5668,910,19,592,33020,33020,0,100
Multnomah University,Portland,OR,97220,45.5182,-122.6825,0.538,1104,23,589,21850,21850,0,100
Spartanburg Methodist College,Spartanburg,SC,29301-5899,34.9546,-81.9709,0.8812,859,18,583,15745,15745,0,100
Adventist University of Health Sciences,Orlando,FL,32803,28.5761,-81.3677,0.1336,884,19,581,11830,11830,0,100
Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,42.6526,-73.7781,0.634,1195,27,581,28900,28900,0,100
Minneapolis College of Art and Design,Minneapolis,MN,55404,44.957,-93.2747,0.5895,1073,23,580,32750,32750,0,100
Concordia College-New York,Bronxville,NY,10708-1998,40.9425,-73.8221,0.6701,912,18,578,28095,28095,0,100
University of the Sciences,Philadelphia,PA,19104-4495,39.9466,-75.2082,0.5635,1165,25,577,34742,34742,0,100
Moore College of Art and Design,Philadelphia,PA,19103-1179,39.9571,-75.1721,0.5632,982,24,573,34048,34048,0,100
Tabor College,Hillsboro,KS,67063-1799,38.3486,-97.201,0.735,1017,23,572,22730,22730,0,100
Kentucky Christian University,Grayson,KY,41143-1199,38.339,-82.9469,0.5136,976,21,569,17418,17418,0,100
Wesleyan College,Macon,GA,31210-4462,32.8746,-83.7172,0.4339,982,20,560,19775,19775,0,100
Lake Erie College,Painesville,OH,44077-3389,41.7178,-81.2518,0.5561,983,21,560,27368,27368,0,100
Alice Lloyd College,Pippa Passes,KY,41844,37.3351,-82.8751,0.4502,990,21,557,10620,10620,0,100
Cleveland Institute of Art,Cleveland,OH,44106-1710,41.5092,-81.6095,0.6825,1060,23,553,36509,36509,0,100
The Baptist College of Florida,Graceville,FL,32440,30.9564,-85.519,0.4257,1062,24,549,9700,9700,0,100
Thomas College,Waterville,ME,04901-5097,44.524,-69.6629,0.7244,895,19,549,22770,22770,0,100
Louisburg College,Louisburg,NC,27549-2399,36.1054,-78.2997,0.4151,755,,544,15540,15540,0,100
Johnson University,Knoxville,TN,37998,35.9372,-83.7503,0.5464,1022,22,541,10800,10800,0,100
Blackburn College,Carlinville,IL,62626,39.2883,-89.8722,0.6799,1034,22,540,18506,18506,0,100
Florida College,Temple Terrace,FL,33617-5527,28.0349,-82.3834,0.5875,1060,23,537,14490,14490,0,100
Kansas City Art Institute,Kansas City,MO,64111-1874,39.0464,-94.5836,0.643,1073,24,527,33712,33712,0,100
University of Saint Mary,Leavenworth,KS,66048-5082,39.2773,-94.9069,0.4707,988,22,510,23170,23170,0,100
Grace University,Omaha,NE,68108-3629,41.2447,-95.9279,0.5846,995,22,510,18256,18256,0,100
Jefferson College of Health Sciences,Roanoke,VA,24013,37.2667,-79.9392,0.4106,963,22,508,22400,22400,0,100
Bethel College-North Newton,North Newton,KS,67117-1716,38.0753,-97.3426,0.644,1028,23,506,23500,23500,0,100
Erskine College,Due West,SC,29639,34.3307,-82.3908,0.6973,1010,22,502,31580,31580,0,100
San Francisco Art Institute,San Francisco,CA,94133-2299,37.8036,-122.417,0.8269,1061,25,500,38406,38406,0,100
Eureka College,Eureka,IL,61530,40.713,-89.269,0.6781,1053,23,498,20060,20060,0,100
Kettering College,Kettering,OH,45429-1299,39.6941,-84.1916,0.8514,1002,21,498,10032,10032,0,100
York College,York,NE,68467-2699,40.8675,-97.5793,0.489,924,20,497,15600,15600,0,100
Life Pacific College,San Dimas,CA,91773-3298,34.0894,-117.831,0.7482,930,20,488,12500,12500,0,100
Holy Cross College,Notre Dame,IN,46556-0308,41.7,-86.2537,0.7231,1014,23,485,25450,25450,0,100
Maranatha Baptist University,Watertown,WI,53094,43.1957,-88.7351,0.7146,1061,23,485,13120,13120,0,100
Alaska Pacific University,Anchorage,AK,99508,61.1912,-149.8042,0.3745,1008,22,479,29810,29810,0,100
Aquinas College,Nashville,TN,37205,36.1322,-86.8442,0.521,1115,25,477,20550,20550,0,100
Lyon College,Batesville,AR,72501,35.7789,-91.6281,0.5898,1142,25,471,23594,23594,0,100
Presentation College,Aberdeen,SD,57401-1280,45.4828,-98.4908,0.6608,934,20,468,17014,17014,0,100
McPherson College,McPherson,KS,67460-1402,38.3715,-97.6443,0.866,1014,22,463,22891,22891,0,100
Wells College,Aurora,NY,13026-0500,42.7443,-76.6965,0.5967,1075,24,458,35900,35900,0,100
Southern Vermont College,Bennington,VT,05201-6002,42.867,-73.2187,0.994,883,18,455,22000,22000,0,100
Northwest Christian University,Eugene,OR,97401-3745,44.0475,-123.0798,0.7044,974,21,441,24930,24930,0,100
Sterling College,Sterling,KS,67579,38.2198,-98.21,0.4405,1015,22,440,21200,21200,0,100
Ottawa University-Ottawa,Ottawa,KS,66067-3399,38.6029,-95.2638,0.9888,1020,22,429,23964,23964,0,100
Webber International University,Babson Park,FL,33827-0096,27.8388,-81.5323,0.6377,922,21,419,21050,21050,0,100
Ohio Valley University,Vienna,WV,26105-8000,39.3124,-81.5392,0.3639,971,21,419,18750,18750,0,100
Manhattan Christian College,Manhattan,KS,66502-4801,39.1858,-96.579,0.5988,1020,22,406,13642,13642,0,100
William Jessup University,Rocklin,CA,95765-3707,38.8197,-121.2923,0.6929,1039,23,395,24040,24040,0,100
Point University,West Point,GA,31833,33.6854,-84.4748,0.5353,946,20,385,17400,17400,0,100
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,50023-2152,41.7363,-93.6242,0.6693,1028,22,382,15546,15546,0,100
Central Baptist College,Conway,AR,72034,35.0846,-92.4441,0.5407,974,21,381,13350,13350,0,100
Hiwassee College,Madisonville,TN,37354-4001,35.5577,-84.3646,0.5836,863,18,379,13320,13320,0,100
Blue Mountain College,Blue Mountain,MS,38610-9509,34.6721,-89.0292,0.5573,1007,22,371,9470,9470,0,100
College of St Joseph,Rutland,VT,05701-3899,43.5998,-73.007,0.6831,842,17,371,21100,21100,0,100
Pine Manor College,Chestnut Hill,MA,2467,42.3196,-71.157,0.6411,760,,370,24930,24930,0,100
Trinity Baptist College,Jacksonville,FL,32221,30.3238,-81.7057,0.4847,863,19,362,9840,9840,0,100
Cleary University,Ann Arbor,MI,48105-2659,42.3056,-83.6909,0.7263,976,21,337,18720,18720,0,100
Andrew College,Cuthbert,GA,39840-5550,31.7723,-84.795,0.4013,825,17,329,13560,13560,0,100
Judson College,Marion,AL,36756,32.6305,-87.3161,0.7388,1023,22,321,15630,15630,0,100
Cottey College,Nevada,MO,64772,37.8361,-94.3713,0.7063,1021,22,311,18800,18800,0,100
Appalachian Bible College,Mount Hope,WV,25880,37.8533,-81.2012,0.9091,1026,23,302,12945,12945,0,100
Watkins College of Art Design & Film,Nashville,TN,37228,36.1947,-86.8059,0.3498,971,21,298,19710,19710,0,100
Cox College,Springfield,MO,65802,37.2251,-93.2902,0.8975,863,18,294,10376,10376,0,100
LIM College,New York,NY,10022-5268,40.7598,-73.9749,0.7502,907,20,285,23645,23645,0,100
Piedmont International University,Winston Salem,NC,27101,36.0888,-80.2491,0.4884,878,19,281,12455,12455,0,100
Thomas Aquinas College,Santa Paula,CA,93060,34.429,-119.0871,0.7921,1243,27,277,24500,24500,0,100
Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,02302-1905,42.0874,-70.9914,0.3953,956,,265,,,0,#DIV/0!
Hillsdale Free Will Baptist College,Moore,OK,73160,35.3008,-97.4911,0.4331,899,19,262,11600,11600,0,100
Cabarrus College of Health Sciences,Concord,NC,28025-3959,35.4381,-80.6012,0.3107,998,23,259,11330,11330,0,100
Memphis College of Art,Memphis,TN,38104-2764,35.1459,-89.9937,0.3978,1030,22,255,27500,27500,0,100
Dallas Christian College,Dallas,TX,75234-7299,32.9137,-96.8871,0.5516,930,20,255,14688,14688,0,100
Davis College,Johnson City,NY,13790-2712,42.1011,-75.9624,0.5859,928,17,252,12640,12640,0,100
Art Academy of Cincinnati,Cincinnati,OH,45202-1706,39.1084,-84.4976,0.2548,1009,22,238,24330,24330,0,100
Calvary Bible College and Theological Seminary,Kansas City,MO,64147-1341,38.8382,-94.5462,0.8696,1033,22,224,10816,10816,0,100
Hebrew Theological College,Skokie,IL,60077,42.0111,-87.7611,0.9299,1019,21,220,18605,18605,0,100
Notre Dame College,Cleveland,OH,44121-4293,41.5069,-81.5162,0.9024,943,20,215,26344,26344,0,100
Valley Forge Military College,Wayne,PA,19087-3695,40.0537,-75.3821,0.7484,913,18,214,25455,25455,0,100
Barclay College,Haviland,KS,67059-0288,37.6207,-99.104,0.5285,954,20,193,14090,14090,0,100
Ohio Christian University,Circleville,OH,43113-9487,39.6109,-82.906,0.9711,939,20,193,17720,17720,0,100
Jewish Theological Seminary of America,New York,NY,10027-4649,40.812,-73.9603,0.5505,1331,31,180,18460,18460,0,100
Johnson College,Scranton,PA,18508-1495,41.4504,-75.6425,0.329,1018,20,166,17195,17195,0,100
Paine College,Augusta,GA,30901-3182,33.4693,-81.9912,0.4377,778,16,163,13332,13332,0,100
Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,36.3038,-76.2175,0.4107,853,17,159,12160,12160,0,100
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,NY,13203,43.0554,-76.1484,0.4121,1015,22,142,19020,19020,0,100
Trinity Lutheran College,Everett,WA,98201,47.9803,-122.2077,0.9574,898,,129,27042,27042,0,100
Boise Bible College,Boise,ID,83714-1220,43.6574,-116.2906,1,977,20,128,11080,11080,0,100
Southwestern Christian University,Bethany,OK,73008,35.5136,-97.6394,0.884,963,20,126,14220,14220,0,100
Reading Hospital School of Health Sciences,Reading,PA,19611,40.3257,-75.9503,0.281,957,20,116,16095,16095,0,100
Midwestern Baptist Theological Seminary,Kansas City,MO,64118-4697,39.1857,-94.5732,0.6774,1021,22,110,6320,6320,0,100
Boston Baptist College,Boston,MA,02136-4030,42.254,-71.1103,0.8065,895,,108,14866,14866,0,100
Central Christian College of Kansas,McPherson,KS,67460-5740,38.358,-97.6674,0.5045,970,21,105,14800,14800,0,100
Saint Elizabeth School of Nursing,Lafayette,IN,47904-2198,40.4262,-86.8808,0.4762,940,,99,18090,18090,0,100
The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2989,39.1207,-84.5092,0.525,1011,22,99,18883,18883,0,100
Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,33.9257,-118.2428,0.8889,735,,91,11956,11956,0,100
Webb Institute,Glen Cove,NY,11542-1398,40.8844,-73.6448,0.2952,1435,,82,42750,42750,0,100
Arizona Christian University,Phoenix,AZ,85032-7097,33.5951,-112.0262,0.6076,1045,23,60,21832,21832,0,100
University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,40.4544,-79.9408,0.8387,930,,52,17640,17640,0,100
Kuyper College,Grand Rapids,MI,49525-9781,43.022,-85.5927,0.6842,1008,22,51,18454,18454,0,100
Mercy Hospital School of Nursing,Pittsburgh,PA,15219-5166,40.4366,-79.9874,0.7368,940,,41,19440,19440,0,100
