avgListPrice,county,state,statecode,medianPrice,popularity,latitude,longitude
310553,Bryan,Georgia,GA,231000,57,32.0236584,-81.4718387
310318,Chelan,Washington,WA,253500,21,47.8408323,-120.0168079
310036,Geauga,Ohio,OH,66000,14,41.4641521,-81.2078164
309786,McCormick,South Carolina,SC,,38,33.9134577,-82.2934585
309767,Madison,Texas,TX,,167,30.9888479,-95.940971
309002,Merced,California,CA,217500,35,37.3021632,-120.4829677
308780,Dickinson,Iowa,IA,,24,43.4049388,-95.1849219
308105,Santa Cruz,Arizona,AZ,132000,11,31.5986127,-110.8076084
307741,Stanislaus,California,CA,270000,25,37.5090711,-120.9876321
307150,Washington,Idaho,ID,,28,44.3658715,-116.7548607
306735,Hickman,Tennessee,TN,112500,73,35.8012797,-87.460397
306646,Hillsborough,New Hampshire,NH,235000,2,43.114728,-71.895049
306625,Hillsborough,Florida,FL,195000,6,27.9903597,-82.3017728
306176,Sutter,California,CA,249000,47,39.1598915,-121.7527482
306023,Trinity,California,CA,219000,54,40.6329485,-123.0622553
305064,Lawrence,South Dakota,SD,,3,44.310653,-103.7979877
305000,Sully,South Dakota,SD,,63,44.7797647,-100.0681792
304899,Yancey,North Carolina,NC,,54,35.888897,-82.345189
304683,Ada,Idaho,ID,,3,43.478767,-116.2420304
304355,Belknap,New Hampshire,NH,196966,8,43.5024246,-71.4073938
304123,Boise,Idaho,ID,,16,43.6187102,-116.2146068
303999,Charles,Maryland,MD,279975,9,38.5221781,-77.1024902
303603,Juneau,Alaska,AK,,6,58.3019444,-134.4197222
303232,Dutchess,New York,NY,248000,10,41.7784372,-73.7477857
302924,Cheatham,Tennessee,TN,200000,19,36.184749,-87.1023746
302373,Chatham,Georgia,GA,187500,5,31.9994194,-81.1196075
301942,Shelby,Alabama,AL,195000,2,33.1086539,-86.5835907
301525,Washington,Arkansas,AR,157500,3,33.774005,-93.6826796
301184,Bear Lake,Idaho,ID,,35,42.0299239,-111.3321974
300596,Gloucester,Virginia,VA,207500,32,37.4098631,-76.5266174
300362,Anoka,Minnesota,MN,,6,45.1977428,-93.3871758
300000,Yakutat,Alaska,AK,,22,59.5469878,-139.7272809
299985,Jefferson,Idaho,ID,,31,43.7640903,-112.2493671
299500,ONEIDA,Wisconsin,WI,,,44.4799393,-88.2266434
299448,Prince George's,Maryland,MD,270000,2,38.7849211,-76.8720961
299418,Plaquemines,Louisiana,LA,,1,30.2890833,-91.2342744
299328,Henrico,Virginia,VA,219000,17,37.5059332,-77.3324425
298817,Door,Wisconsin,WI,225000,13,44.8341302,-87.3770488
298780,Leelanau,Michigan,MI,,39,45.0821226,-86.0733634
298530,Passaic,New Jersey,NJ,293000,9,40.8567662,-74.1284764
297935,Chesterfield,Virginia,VA,220000,9,37.3673217,-77.6077865
297921,Madison,Iowa,IA,231000,11,41.2922367,-93.9878427
295031,Clark,Nevada,NV,215000,1,39.5640791,-119.4815666
294847,Saint Tammany,Louisiana,LA,,4,30.4357418,-89.9253233
294666,Throckmorton,Texas,TX,,237,33.1787153,-99.1775756
294308,Jefferson,West Virginia,WV,230701,4,38.3753721,-81.7804057
294260,Ramsey,Minnesota,MN,204515,9,45.2611,-93.45
294045,Harford,Maryland,MD,249900,8,39.5838964,-76.3637285
293885,Bexar,Texas,TX,,23,29.4200763,-98.5721016
293653,Union,Ohio,OH,255000,47,39.8978327,-84.3063343
293468,Rutherford,Tennessee,TN,183000,7,36.1275673,-88.9858988
293382,Hart,Georgia,GA,131950,81,34.3500039,-82.9501558
293036,Towns,Georgia,GA,178000,66,34.9208214,-83.7199136
293024,Lee,Texas,TX,,89,30.2967161,-96.9638624
292938,Manassas,Virginia,VA,284750,,38.7509488,-77.4752667
292915,Warren,New York,NY,170000,28,42.8874053,-74.9442585
292897,Albany,Wyoming,WY,,3,41.1841402,-106.1319565
292720,Frederick,Virginia,VA,235000,16,39.2096441,-78.2601024
291993,Chambers,Texas,TX,,103,29.7524956,-94.6863782
291945,Crook,Wyoming,WY,,16,44.4975617,-104.6915298
290306,New London,Connecticut,CT,207000,4,41.3556539,-72.0995209
289451,Gila,Arizona,AZ,149900,10,33.6370567,-110.5215459
289348,Sublette,Wyoming,WY,,10,42.8138723,-109.7591675
289297,Storey,Nevada,NV,,7,39.4089847,-119.5571677
289198,York,South Carolina,SC,180000,9,34.9943021,-81.2420175
288726,Lincoln,Montana,MT,,6,46.9549402,-112.6817071
287975,Allegan,Michigan,MI,,16,42.5291989,-85.8553031
287964,Idaho,Idaho,ID,,13,43.8285046,-115.8345537
287569,Delta,Colorado,CO,164000,33,38.7422062,-108.0689582
287379,Ellis,Texas,TX,,21,32.2619765,-96.8350999
287290,Tompkins,New York,NY,189500,29,42.1076666,-75.294569
287080,Cass,North Dakota,ND,,1,47.071168,-97.1215579
286956,Sagadahoc,Maine,ME,,11,43.8171265,-69.7825531
286952,Pender,North Carolina,NC,209500,34,34.5170729,-77.8367282
286576,Bedford,Virginia,VA,,21,37.3343079,-79.5230877
286338,Sherburne,Minnesota,MN,126100,15,45.4644612,-93.7298983
286304,Cache,Utah,UT,,9,41.7560026,-111.7614661
286241,Gwinnett,Georgia,GA,192750,1,33.9190653,-84.0167423
285934,Durham,North Carolina,NC,193000,7,35.9940329,-78.898619
285555,Fresno,California,CA,,18,36.7468422,-119.7725868
285460,Johnson,Iowa,IA,,2,41.6698982,-91.5983959
284835,Isle of Wight,Virginia,VA,,34,36.9288915,-76.6874701
283794,Allendale,South Carolina,SC,27500,46,33.0079345,-81.3084405
283706,Grand Isle,Vermont,VT,210000,14,44.7225436,-73.2923538
282923,Rio Grande,Colorado,CO,149000,40,37.5749508,-106.4405872
282737,Inyo,California,CA,287000,49,36.3091865,-117.5495846
282712,Hall,Texas,TX,,229,34.4793521,-100.7097867
282065,Van Buren,Tennessee,TN,67792,87,35.6996916,-85.4788065
281527,Emmet,Michigan,MI,281925,27,42.9905832,-82.7649266
281337,Haywood,North Carolina,NC,178000,24,35.624394,-82.9931607
281330,Vilas,Wisconsin,WI,184000,28,45.9787939,-89.4559162
281167,Yellowstone,Montana,MT,,4,44.6621493,-111.1041092
280312,Humphreys,Tennessee,TN,83000,54,36.0245773,-87.7369607
279855,Wallowa,Oregon,OR,334250,27,45.592984,-116.9717994
279544,Saint Mary's,Maryland,MD,239750,15,38.1060259,-76.3637285
279200,Edmunds,South Dakota,SD,,29,45.458626,-99.181873
279016,Blount,Tennessee,TN,160000,10,35.6710541,-83.8473015
278723,Oconee,South Carolina,SC,130000,16,34.749245,-82.9931607
278240,Hampshire,Massachusetts,MA,190000,10,42.3471357,-72.6624209
278034,DeKalb,Georgia,GA,,3,33.7956441,-84.2278796
278000,Reagan,Texas,TX,,216,31.2179337,-96.7834522
277917,Worcester,Massachusetts,MA,175000,6,42.2625932,-71.8022934
277588,McHenry,Illinois,IL,,6,42.333355,-88.2667534
277365,Bedford,Tennessee,TN,124000,40,35.4702472,-86.4592091
277259,Henry,Kentucky,KY,110000,73,38.4268385,-85.1479364
277000,ULSTER,New York,NY,,,41.9785116,-73.9947563
276752,Livingston,Michigan,MI,223950,9,42.6207951,-83.8473015
276540,Volusia,Florida,FL,165000,11,29.0279842,-81.0754657
276471,Westmoreland,Virginia,VA,177250,68,38.112732,-76.7798172
276371,Kodiak Island,Alaska,AK,,11,57.4912463,-153.495022
275798,Brevard,Florida,FL,170000,14,28.263933,-80.7214417
275477,Scott,Kentucky,KY,165000,16,38.3172361,-84.564147
275184,New Haven,Connecticut,CT,205000,2,41.308274,-72.9278835
275117,Plumas,California,CA,242250,31,39.9926832,-120.8039474
275009,Rice,Minnesota,MN,,16,45.7529003,-94.2223283
274950,Wayne,Utah,UT,,23,38.3337024,-110.8076084
274863,Fremont,Idaho,ID,,15,44.2242743,-111.4790031
274637,Lancaster,South Carolina,SC,225000,13,34.7204257,-80.7709014
274011,Fayette,Tennessee,TN,182800,37,35.1257427,-89.4742177
273987,Orange,Virginia,VA,217500,71,38.2454106,-78.1108342
273987,Weber,Utah,UT,,5,41.2602635,-111.9522491
273964,Green Lake,Wisconsin,WI,135500,54,43.8441481,-88.9601133
273859,Lavaca,Texas,TX,,104,28.6160065,-96.626779
273557,Monroe,Indiana,IN,,13,40.7450468,-84.9369111
273441,Warren,Kentucky,KY,,3,36.9886043,-86.4996546
273394,Berrien,Michigan,MI,,11,42.0320742,-86.7416374
273383,Maury,Tennessee,TN,169900,9,35.6195242,-87.1422895
272663,Coos,Oregon,OR,165000,11,43.242897,-124.1057369
272662,Mercer,New Jersey,NJ,220000,11,40.3028533,-74.7337069
272604,Butte,California,CA,236000,33,39.6253952,-121.5370003
272083,Atlantic,New Jersey,NJ,400000,14,39.5333379,-74.6868815
272080,Lafayette,Florida,FL,,58,30.0299573,-83.2077645
272052,Will,Illinois,IL,198000,2,41.5054724,-88.0900762
272032,Tallapoosa,Alabama,AL,,32,32.9201244,-85.8486236
272004,Montezuma,Colorado,CO,200000,32,39.581098,-105.8672337
271936,Monongalia,West Virginia,WV,200000,3,39.6695849,-79.9640339
271705,Union,Georgia,GA,161500,41,34.8457601,-83.9744262
271583,Marion,Oregon,OR,222000,12,44.7490108,-122.942314
271583,DeKalb,Tennessee,TN,,62,35.9728357,-85.80766
271231,Carroll,Mississippi,MS,,73,33.5279848,-89.9253233
271092,Kent,Rhode Island,RI,206500,4,41.6579147,-71.7147951
270978,Greene,New York,NY,,22,42.3292408,-75.7699147
270799,Saint Charles,Missouri,MO,,5,38.7881062,-90.4974359
270749,Malheur,Oregon,OR,130000,26,43.21716,-117.5791892
270684,Augusta,Virginia,VA,188750,26,38.2004562,-79.2451149
270605,Osceola,Florida,FL,180000,18,28.1019838,-81.0754657
270356,Becker,Minnesota,MN,160000,27,45.3936545,-93.8765076
270353,Monroe,Georgia,GA,167500,71,33.7948364,-83.713229
270299,Porter,Indiana,IN,,6,41.6155937,-87.0741995
269796,Smith,Texas,TX,,29,32.3352505,-95.3102505
269647,Kendall,Illinois,IL,22000,14,41.5507043,-88.4403883
269398,Major,Oklahoma,OK,50000,71,36.3479671,-98.5281613
269372,Sierra,California,CA,125000,55,39.5532845,-120.2512728
269186,Saunders,Nebraska,NE,,4,41.168563,-96.663812
268855,Laramie,Wyoming,WY,,1,41.3113669,-105.5911007
268772,Berkeley,South Carolina,SC,169500,11,33.1260618,-80.0087746
268754,New Kent,Virginia,VA,205000,69,37.4653757,-76.964306
268470,Pennington,South Dakota,SD,,2,43.8901111,-102.2547919
268265,Daviess,Missouri,MO,,97,39.9949074,-93.9878427
268116,Centre,Pennsylvania,PA,193500,28,40.8765649,-77.8367282
268085,Cecil,Maryland,MD,200213,14,39.5739403,-75.946324
267997,Midland,Texas,TX,,41,31.9973456,-102.0779146
267579,Chesapeake,Virginia,VA,236450,7,36.7682088,-76.2874927
267565,Tulare,California,CA,198000,29,36.2077288,-119.3473379
267540,Jackson,Georgia,GA,168000,7,33.2945651,-83.9660209
267390,Twin Falls,Idaho,ID,,7,42.5629668,-114.4608711
267322,Union,Mississippi,MS,,50,32.5715272,-89.1214478
267067,Gem,Idaho,ID,,23,44.0324936,-116.3589245
267019,Hood,Texas,TX,,45,32.4296296,-97.8286368
266670,Siskiyou,California,CA,138000,41,41.7743261,-122.5770126
266407,Thurston,Washington,WA,249691,7,46.8645747,-122.7695986
265985,Iron,Utah,UT,,6,37.7854715,-113.1918021
265956,Harris,Georgia,GA,196000,58,32.7032697,-84.8567932
265825,Union,Oregon,OR,,29,45.2084696,-117.8652126
265622,Gonzales,Texas,TX,,59,29.5016257,-97.4524926
265066,Ashe,North Carolina,NC,,62,36.4339674,-81.4718387
264821,Merrimack,New Hampshire,NH,215933,3,42.8678693,-71.4948322
264699,Montgomery,North Carolina,NC,,84,35.3587922,-79.8744836
264561,Bee,Texas,TX,,96,28.3624206,-97.6982272
264322,Oktibbeha,Mississippi,MS,,15,33.3886689,-88.90306
264301,Jessamine,Kentucky,KY,156500,11,37.895573,-84.564147
263926,Cabarrus,North Carolina,NC,176000,13,35.4168123,-80.5882803
263692,Cook,Minnesota,MN,,32,47.8524181,-92.6896184
263630,Brown,Indiana,IN,,27,39.1749729,-86.1751759
263231,Dallas,Iowa,IA,236000,9,41.2249966,-93.2413191
262994,Mills,Texas,TX,,191,31.6137467,-98.5721016
262988,Camden,Missouri,MO,,18,39.1972316,-94.0230001
262698,Benton,Washington,WA,246640,14,46.3166362,-119.5021582
262590,Lewis and Clark,Montana,MT,,5,47.2963974,-112.4029787
262382,Coweta,Georgia,GA,182000,14,33.3716708,-84.7315563
261710,Clay,North Carolina,NC,181500,76,35.0964003,-83.7199136
261625,San Saba,Texas,TX,,173,31.1957234,-98.718098
261222,Lawrence,Mississippi,MS,,70,32.3251443,-89.2328394
261078,Washington,Wisconsin,WI,185000,18,43.3932586,-88.2461183
260354,Sevier,Tennessee,TN,174900,4,35.8271682,-83.5070203
260083,Sawyer,Wisconsin,WI,,50,45.8220169,-91.1685886
259594,Highland,Virginia,VA,41000,104,38.3999743,-79.6052884
259585,Franklin,Tennessee,TN,120900,38,35.9250637,-86.8688899
259577,Irion,Texas,TX,,222,31.2557696,-100.8903099
259543,Fluvanna,Virginia,VA,196050,70,37.8532863,-78.2476146
259386,Guadalupe,Texas,TX,,12,29.6477307,-97.87216
259211,Oklahoma,Oklahoma,OK,94000,1,35.0077519,-97.092877
258801,Suffolk,Virginia,VA,229900,15,36.7282054,-76.5835621
258547,Washington,Vermont,VT,202450,4,44.105619,-72.432601
258531,Ulster,New York,NY,195000,12,41.9785116,-73.9947563
257970,Botetourt,Virginia,VA,209000,72,37.5774613,-79.7848422
257675,Red Willow,Nebraska,NE,131000,48,40.2353963,-100.5296115
257604,Pima,Arizona,AZ,172462,3,32.8961755,-109.8275815
257565,McIntosh,Georgia,GA,,61,31.4748147,-81.3839326
257417,Warren,North Carolina,NC,,97,36.4352131,-78.0195387
257371,Henderson,Texas,TX,,75,32.1532156,-94.7993802
257118,Pike,Georgia,GA,150000,102,33.0881873,-84.3962535
257113,Rockingham,Virginia,VA,199450,12,38.5825919,-78.8835548
256865,Charlotte,Florida,FL,175000,21,26.8946009,-81.909826
256847,Sandoval,New Mexico,NM,,1,35.6020667,-106.7234639
256812,Bastrop,Texas,TX,,33,30.1104947,-97.3152701
256576,Franklin,Idaho,ID,,39,42.0135375,-111.8071694
256423,Granite,Montana,MT,,15,46.3174258,-113.2445049
256380,Olmsted,Minnesota,MN,,5,43.995179,-92.3813621
256150,Essex,New York,NY,148750,35,44.3100511,-73.3526277
255614,Butler,Pennsylvania,PA,181450,21,40.8611755,-79.8953328
255611,Mesa,Colorado,CO,196000,9,39.1662458,-108.1388881
255601,Colfax,New Mexico,NM,,11,36.5799757,-104.4723301
255427,Orange,New York,NY,215750,8,42.3401767,-77.0334179
255283,Lancaster,Pennsylvania,PA,170000,7,40.0378755,-76.3055144
255031,Warren,Virginia,VA,218000,29,38.9331749,-78.2476146
254959,Kaufman,Texas,TX,,25,32.5890238,-96.3088693
254952,Hardee,Florida,FL,,64,27.4501733,-81.8224362
254884,Wise,Texas,TX,,46,33.2895861,-97.6982272
254671,Douglas,Oregon,OR,175000,7,43.1260694,-123.2492364
254655,Camden,North Carolina,NC,227537,88,36.3281287,-76.1717689
254415,Cumberland,Virginia,VA,,109,37.5175385,-78.2476146
254022,Union,Tennessee,TN,118800,57,35.676598,-88.858757
253721,Colleton,South Carolina,SC,119500,24,32.8242297,-80.7214417
253681,Cass,Missouri,MO,,11,38.6574448,-94.315422
253472,Duval,Florida,FL,160000,42,30.3500511,-81.6035062
253115,Hartford,Connecticut,CT,200000,3,41.7637111,-72.6850932
252597,Owyhee,Idaho,ID,,9,42.6827359,-116.0622892
252447,Kent,Michigan,MI,156750,3,43.0097027,-85.520024
252289,Boone,Kentucky,KY,175000,8,38.9940572,-84.7315563
252284,Grayson,Texas,TX,,30,33.7062406,-96.663812
252048,Chaffee,Colorado,CO,330000,56,38.7536679,-106.2522143
251581,Bernalillo,New Mexico,NM,,10,35.30004,-106.5511369
251567,Lake,Florida,FL,,19,28.702847,-81.7787021
251548,Strafford,New Hampshire,NH,194933,5,43.3270251,-71.184232
251320,Washington,Nebraska,NE,159500,14,41.3974968,-96.2080754
251196,Douglas,Kansas,KS,,3,37.5194642,-97.0128147
250928,Goodhue,Minnesota,MN,,21,44.4005221,-92.6238028
250838,Rio Arriba,New Mexico,NM,,9,36.6162892,-106.7234639
250711,Franklin,Washington,WA,193219,28,47.3009348,-121.9528898
250565,Box Elder,Utah,UT,,14,41.5380087,-113.1918021
250407,Walker,Texas,TX,,54,30.6815394,-95.6457951
250327,Shasta,California,CA,229250,30,40.598119,-122.4907566
250148,Jefferson,Oregon,OR,158449,28,44.7195662,-123.0103708
250111,Bartow,Georgia,GA,150950,28,32.8787666,-82.4737399
250075,Mountrail,North Dakota,ND,,18,48.2169859,-102.326433
250048,Lyon,Kentucky,KY,42500,75,37.0247261,-88.0900762
250013,Burleigh,North Dakota,ND,,4,47.0448552,-100.5049676
250000,Clay,Nebraska,NE,,54,40.5975479,-98.0465185
250000,Liberty,Montana,MT,,54,48.4917189,-110.9704148
249940,Lafayette,Louisiana,LA,,6,30.2240897,-92.0198427
249437,Dorchester,South Carolina,SC,178000,2,33.1680383,-80.543845
249287,Caldwell,Texas,TX,,73,30.5313152,-96.6930303
249233,Hendry,Florida,FL,115000,44,26.6105319,-81.0754657
248691,Meade,South Dakota,SD,,4,44.4415188,-102.6855069
248448,Nueces,Texas,TX,,16,27.7693351,-97.4814163
248424,Wasco,Oregon,OR,194515,22,45.5917918,-120.698113
248267,Medina,Ohio,OH,174450,10,41.143245,-81.8552196
248134,Jasper,South Carolina,SC,120510,18,32.491436,-81.0754657
248049,Douglas,Washington,WA,297000,22,47.7790617,-119.7474606
247791,Escambia,Florida,FL,143500,24,30.6389408,-87.3413599
247670,Warren,Iowa,IA,159000,10,41.3080549,-93.5003454
247533,Gray,Kansas,KS,,103,37.6840811,-100.439656
247529,Sarpy,Nebraska,NE,200000,1,41.0744042,-96.195132
247500,Garden,Nebraska,NE,,29,41.7369721,-102.2547919
247500,Valley,Nebraska,NE,,60,41.3110284,-96.3465622
247400,Menominee,Wisconsin,WI,,70,44.8857792,-88.6507943
247308,Tolland,Connecticut,CT,214950,7,41.8714865,-72.3686931
247239,Baker,Oregon,OR,,25,44.7748748,-117.8343848
246984,Prince George,Virginia,VA,,23,37.1593052,-77.2405153
246546,Walton,Georgia,GA,180000,17,33.7708613,-83.7199136
246435,East Baton Rouge,Louisiana,LA,,2,30.5693593,-91.09694
246158,Musselshell,Montana,MT,,28,46.5185867,-108.0912238
245856,Ascension,Louisiana,LA,,11,30.2017295,-90.9438468
245751,Union,Pennsylvania,PA,,55,40.9894888,-77.0564464
245616,Hamilton,New York,NY,140000,40,42.8270136,-75.5446238
245608,Lemhi,Idaho,ID,,18,45.0364592,-113.9230554
245497,Providence,Rhode Island,RI,205000,1,41.8239891,-71.4128343
245402,Lincoln,New Mexico,NM,,6,33.4920276,-105.3838716
245314,Kingfisher,Oklahoma,OK,95500,35,35.861432,-97.9317203
244848,Warren,Missouri,MO,,27,38.7313284,-91.135302
244786,Alachua,Florida,FL,159900,30,29.7938144,-82.4944226
244682,Johnson,Indiana,IN,,10,38.277823,-87.745861
244667,Dickson,Tennessee,TN,149500,45,36.0770048,-87.3877899
244596,Orange,Vermont,VT,131875,10,44.148376,-72.4030806
244539,Hyde,North Carolina,NC,,82,35.3777712,-76.1783739
244320,Wright,Minnesota,MN,177949,12,46.6715593,-93.0074403
244314,Delaware,Oklahoma,OK,164500,16,36.7786985,-95.6394227
243844,Kenai Peninsula,Alaska,AK,,3,60.1666667,-150.25
243800,Lamar,Georgia,GA,105000,99,33.0765883,-84.1435136
243738,Barrow,Georgia,GA,148000,32,34.0142667,-83.6986568
243481,Okanogan,Washington,WA,155000,25,48.361262,-119.5833869
243435,Crow Wing,Minnesota,MN,,13,46.5957987,-94.1401699
243079,Gilmer,Georgia,GA,171000,36,34.6935359,-84.4802606
242974,Washington,Virginia,VA,117600,37,38.7134301,-78.1590813
242777,Lake,California,CA,,39,39.0839644,-122.8084496
242652,Saint Lucie,Florida,FL,179450,26,27.3225563,-80.543845
242212,Kane,Utah,UT,,11,37.293251,-112.4291464
242071,Miller,Georgia,GA,83000,146,31.2008218,-84.7315563
241846,Chisago,Minnesota,MN,104000,24,45.3735757,-92.8899376
241476,Robertson,Tennessee,TN,172250,29,36.5250666,-86.8621827
241454,Bland,Virginia,VA,73000,96,37.1021861,-81.116215
241418,Shenandoah,Virginia,VA,156550,43,38.4851245,-78.625016
241307,Person,North Carolina,NC,,72,36.3528221,-78.9288242
241166,San Jacinto,Texas,TX,,56,30.5187687,-95.1432068
240862,Glenn,California,CA,185500,57,39.6437813,-122.4467238
240703,Lincoln,Louisiana,LA,,21,32.598888,-92.6983868
240691,Jefferson,Tennessee,TN,140000,24,36.0417825,-83.4643551
240429,Winston,Alabama,AL,85000,49,34.1690087,-87.3413599
240295,Linn,Oregon,OR,195000,9,44.4099768,-122.53401
240174,Jefferson,Louisiana,LA,,3,29.9660371,-90.1531298
239754,Floyd,Virginia,VA,119000,79,36.9112443,-80.3200502
239683,Lee,Alabama,AL,184750,7,32.5888702,-85.3962769
239571,Lampasas,Texas,TX,,51,31.063784,-98.1816957
239520,Yakima,Washington,WA,183816,15,46.6020711,-120.5058987
239500,Southeast Fairbanks,Alaska,AK,,12,63.9603869,-143.6296998
239453,Rutherford,North Carolina,NC,,35,35.4258737,-81.909826
239411,Sanders,Montana,MT,,12,46.2913778,-107.0967227
239384,Story,Iowa,IA,,8,42.1040438,-93.5003454
239209,Canyon,Idaho,ID,,4,43.6779581,-116.6865435
239043,Hamilton,Tennessee,TN,169000,8,35.1618966,-85.1479364
238882,Amelia,Virginia,VA,,41,37.3212714,-77.973865
238612,Douglas,Nebraska,NE,,3,40.5939437,-96.3877734
238608,Steuben,Indiana,IN,,45,41.6115471,-84.981754
238515,Santa Rosa,Florida,FL,170000,31,30.7689907,-86.9824288
238315,Washington,Tennessee,TN,160000,11,36.3321016,-82.5185837
238221,Walla Walla,Washington,WA,196500,23,46.0645809,-118.3430209
238184,Tooele,Utah,UT,,10,40.5307776,-112.29828
238183,Tucker,West Virginia,WV,60000,25,39.1083806,-79.6502105
237977,Columbia,Georgia,GA,175000,25,33.5098514,-82.2583297
237920,Dorchester,Maryland,MD,147000,13,38.4152819,-76.1783739
237825,Holt,Nebraska,NE,,55,42.3803308,-98.6600586
237825,Wilson,Texas,TX,,50,33.3170352,-101.7240454
237702,Brewster,Texas,TX,,110,29.6629938,-103.3587288
237367,Carteret,North Carolina,NC,217500,10,34.9019263,-76.5488232
237175,Hardin,Tennessee,TN,82680,42,35.1142443,-88.2461183
237150,Morton,North Dakota,ND,,5,46.6683872,-101.1621736
237114,Putnam,Tennessee,TN,149950,17,36.134602,-85.4788065
237044,Tulsa,Oklahoma,OK,171950,2,36.1539816,-95.992775
236847,Garland,Arkansas,AR,130250,5,33.3629029,-93.7099012
236815,Del Norte,California,CA,198000,51,41.7076287,-123.9659708
235995,Yuba,California,CA,210000,45,39.2547027,-121.3998995
235898,La Crosse,Wisconsin,WI,163400,11,43.8013556,-91.2395807
235779,Albany,New York,NY,201200,17,42.6525793,-73.7562317
235710,Rankin,Mississippi,MS,,3,32.2653668,-89.9253233
235336,Boundary,Idaho,ID,,20,48.7987617,-116.5627065
235125,Lamar,Mississippi,MS,,6,34.9173149,-89.3178505
234865,Monroe,Tennessee,TN,109950,21,35.471793,-84.2278796
234853,Montgomery,Virginia,VA,,28,37.2070304,-80.4103957
234710,Cumberland,Pennsylvania,PA,175100,11,40.1299841,-77.2405153
234519,Pottawatomie,Kansas,KS,,23,39.3976344,-96.3226072
234252,Saguache,Colorado,CO,135000,28,38.0875,-106.1419671
234205,Rutland,Vermont,VT,155000,5,43.6106237,-72.9726065
234045,Ketchikan Gateway,Alaska,AK,,24,55.5103345,-131.389286
234000,Orleans,Vermont,VT,166250,11,44.8113194,-72.2025287
233731,Clearwater,Idaho,ID,,27,46.6775737,-115.5620377
233464,Smith,Tennessee,TN,100000,85,36.2388468,-85.971322
233400,Sanpete,Utah,UT,,19,39.3090085,-111.5706786
233348,Clermont,Ohio,OH,123592,21,39.0928449,-84.1857115
233253,Sumter,Florida,FL,235000,29,28.6747526,-82.0842901
233252,Banks,Georgia,GA,136000,114,33.9300434,-84.3469218
233220,Campbell,Tennessee,TN,120000,75,36.3817326,-84.1857115
233041,Sussex,New Jersey,NJ,224450,17,41.2098177,-74.6076614
232980,Swain,North Carolina,NC,112000,21,35.4328955,-83.4643551
232952,Kosciusko,Indiana,IN,,23,41.2864679,-85.8486236
232710,Houston,Minnesota,MN,58000,33,43.7632995,-91.5684764
232646,Lake,Colorado,CO,184000,27,40.2522073,-105.8230671
232624,Randall,Texas,TX,,36,34.9020377,-101.7979613
232600,Niobrara,Wyoming,WY,,22,43.0212373,-104.4723301
232285,Snyder,Pennsylvania,PA,,60,40.750748,-77.0564464
232124,Pickens,South Carolina,SC,132000,14,34.8834489,-82.7073573
232050,Milam,Texas,TX,,91,31.4324041,-93.8457416
232034,Hall,Nebraska,NE,155500,6,40.8817333,-98.5721016
231981,McClain,Oklahoma,OK,,11,35.0282316,-97.4814163
231906,Teton,Montana,MT,,36,47.9019946,-112.2717561
231856,Perquimans,North Carolina,NC,,93,36.1329763,-76.4100267
231820,Grant,Kentucky,KY,,50,38.6565245,-84.6479124
231662,Houston,Texas,TX,,92,29.7604267,-95.3698028
231507,Grafton,New Hampshire,NH,170000,4,43.561127,-71.947327
231426,Dade,Georgia,GA,117500,100,34.9109017,-85.4788065
231421,Hubbard,Minnesota,MN,,37,47.1860527,-94.9411423
231320,New Castle,Delaware,DE,210000,1,39.6620397,-75.5668166
231309,Wilkes,North Carolina,NC,,69,36.202858,-81.2518833
230972,Day,South Dakota,SD,,18,45.4167482,-97.7023716
230843,Jefferson,Florida,FL,86000,50,30.4311978,-83.8897057
230739,Goliad,Texas,TX,,133,28.6683252,-97.3883265
230702,Codington,South Dakota,SD,,13,44.9953593,-97.2348746
230624,Moore,North Carolina,NC,,20,35.3674493,-79.4703885
230458,Crisp,Georgia,GA,102500,119,31.8875724,-83.804868
230373,Boyle,Kentucky,KY,,51,37.6526034,-84.8150781
230372,Kern,California,CA,,17,35.4937274,-118.8596804
230255,Custer,South Dakota,SD,,7,43.7666507,-103.5988057
230246,Columbia,Wisconsin,WI,171250,21,43.4046632,-89.3226954
230159,Putnam,West Virginia,WV,,10,38.4991939,-81.909826
230124,Christian,Missouri,MO,,6,36.997644,-93.1779659
229500,ROCKWALL,Texas,TX,,,32.9312336,-96.4597089
229080,Hamilton,Ohio,OH,149900,3,39.3995008,-84.5613355
229055,Sequatchie,Tennessee,TN,109000,47,35.3469428,-85.3962769
229054,Spokane,Washington,WA,185000,5,47.6587802,-117.4260466
229010,Paulding,Georgia,GA,149900,18,33.9142037,-84.8984775
228976,Johnson,Tennessee,TN,104500,44,36.4585672,-81.8224362
228932,Guilford,North Carolina,NC,150000,5,36.0899873,-79.8296743
228923,Camden,Georgia,GA,149450,33,30.898276,-81.6035062
228829,Cheshire,New Hampshire,NH,168000,7,42.9259375,-72.236379
228796,Roosevelt,Montana,MT,,42,48.2850231,-105.1099231
228740,Antrim,Michigan,MI,,35,44.9730441,-85.1769095
228650,Clay,Georgia,GA,148092,152,31.6447931,-85.0025539
228023,Cherokee,Texas,TX,,76,30.9814776,-98.7083207
227996,Norfolk,Virginia,VA,195000,,36.8507689,-76.2858726
227894,Northampton,Pennsylvania,PA,172450,10,40.6862075,-75.4968501
227865,Nez Perce,Idaho,ID,,17,46.2348914,-116.2406974
